region,date,leisure
PACA,2013m1,-.7756342470645905
PACA,2013m2,-.0125717550516129
PACA,2013m3,-.3387045010924339
PACA,2013m4,-.3333573013544083
PACA,2013m5,-.2354995444417
PACA,2013m6,-.384061998128891
PACA,2013m7,.2095504403114319
PACA,2013m8,.3343016266822815
PACA,2013m9,.4818081192672253
PACA,2013m10,.5652099013328552
PACA,2013m11,-.4041652113199234
PACA,2013m12,-.6830103665590286
PACA,2014m1,-.1204830199480057
PACA,2014m2,.2459970414638519
PACA,2014m3,-.0590190500020981
PACA,2014m4,-.0835064548999071
PACA,2014m5,-.0617282003164291
PACA,2014m6,.4604667045176029
PACA,2014m7,.4142020136117935
PACA,2014m8,1.452431362867355
PACA,2014m9,.3554678782820702
PACA,2014m10,.2149409346282482
PACA,2014m11,-.0530747681856155
PACA,2014m12,-.1291076719760895
PACA,2015m1,-.0882723331451416
PACA,2015m2,.7186644598841667
PACA,2015m3,.2336505711078644
PACA,2015m4,.3333300620317459
PACA,2015m5,.2283665060997009
PACA,2015m6,.2842370629310608
PACA,2015m7,.4701515629887581
PACA,2015m8,1.158107495307922
PACA,2015m9,.8982191825285554
PACA,2015m10,.3157534405589104
PACA,2015m11,.0041286658495665
PACA,2015m12,-.1103505343198776
PACA,2016m1,.3432224631309509
PACA,2016m2,.9057639047503472
PACA,2016m3,.3837228178977966
PACA,2016m4,.5635618090629577
PACA,2016m5,.3000650584697723
PACA,2016m6,
