date,cat_health_conditions
2011m1,.2576534
2011m2,.775089
2011m3,.9684762
2011m4,.6872562
2011m5,.0603468
2011m6,-.7430997
2011m7,-1.210281
2011m8,-1.214237
2011m9,-.6448057
2011m10,-.0090214
2011m11,.2454712
2011m12,.1634585
2012m1,.4322816
2012m2,.7499761
2012m3,.708662
2012m4,.2257471
2012m5,-.6076857
2012m6,-1.434886
2012m7,-1.710337
2012m8,-1.436791
2012m9,-.7848608
2012m10,-.24701
2012m11,-.2944545
2012m12,-.4876836
2013m1,-.3996775
2013m2,.122175
2013m3,.5279747
2013m4,.4886796
2013m5,-.0861146
2013m6,-.7465612
2013m7,-1.119553
2013m8,-.7744195
2013m9,.1379239
2013m10,.6654992
2013m11,.3182364
2013m12,-.3180029
2014m1,-.3332306
2014m2,.1685779
2014m3,.5226923
2014m4,.42836
2014m5,-.000554
2014m6,-.5752445
2014m7,-.9283293
2014m8,-.8008568
2014m9,-.1534304
2014m10,.3602873
2014m11,.402426
2014m12,.2717392
2015m1,.4217238
2015m2,.8638049
2015m3,1.166797
2015m4,.9711872
2015m5,.2585084
2015m6,-.4095781
2015m7,-.7362565
2015m8,-.5772846
2015m9,-.0187005
2015m10,.4239778
2015m11,.5136976
2015m12,.4599536
2016m1,.7412056
2016m2,1.11921
2016m3,1.227983
2016m4,.9459094
