sadness
1.951968
-.2476251
-1.926209
-1.436309
.197437
-.622688
.3081189
.4972939
.4429577
-.0418332
.4033425
1.546113
-.5543225
.2152633
-.6914801
-.2218799
-.9265159
-.9112885
-.9511752
-1.044904
1.190004
-.3922019
1.431417
2.461602
1.636547
-.0458288
-.4393779
-.9992604
-2.263704
-.8664514
-.4127557
-.0520236
.4787282
-.8536317
-.047053
.99529
1.163405
.0993036
-.5954667
.0782998
.6705913
-.646648
.8993111
.2620916
2.108193
1.625244
.682422
1.670489
2.006863
.6543072
-.5518131
-.3785536
-.1850295
.3941951
-.9292288
.1966543
.9478065
