stress
-1.224638
1.400068
.48363
.7475361
.6186884
-.9497764
.0979182
.8897954
2.02038
1.714773
1.391484
.7275505
.5978883
.8070055
-1.334622
.1884313
-.4144018
-3.28356
-1.918734
.2986491
2.131536
2.080095
1.858539
.2347361
-.4589112
-.1388303
-.3150694
-.3724894
-1.007691
-.2936177
-2.315946
-.3212302
1.058975
2.562518
1.163355
.7296113
.410848
-.2960521
-.5015439
-.3558902
-.3975027
-.4396006
-.3004344
1.347518
1.758113
2.621878
1.734716
.5791789
.3803533
.8146386
-.045841
1.13641
.4926055
-1.231659
-1.652122
-.7624085
.6431499
