date,cat_spirituality
2008m1,.6117296
2008m2,.7455094
2008m3,.7158799
2008m4,.5445628
2008m5,.2380678
2008m6,-.1319464
2008m7,-.302268
2008m8,-.1654971
2008m9,.1675437
2008m10,.5226154
2008m11,.6460868
2008m12,.6407223
2009m1,.7539377
2009m2,.8592893
2009m3,.7762382
2009m4,.6998578
2009m5,.4154509
2009m6,.0227293
2009m7,-.3014902
2009m8,-.2669379
2009m9,.2653521
2009m10,.9629112
2009m11,1.362652
2009m12,1.460048
2010m1,1.661405
2010m2,1.852497
2010m3,1.844757
2010m4,1.800154
2010m5,1.610835
2010m6,1.159063
2010m7,.6993819
2010m8,.6694226
2010m9,.9378153
2010m10,1.220714
2010m11,1.231946
2010m12,1.020967
2011m1,.8330967
2011m2,.7379214
2011m3,.6425384
2011m4,.5564745
2011m5,.3869589
2011m6,.0189772
2011m7,-.2746349
2011m8,-.2979253
2011m9,-.0448746
2011m10,.3386419
2011m11,.5276364
2011m12,.5131145
2012m1,.6416479
2012m2,.8501723
2012m3,.9136621
2012m4,.8488646
2012m5,.5825576
2012m6,.2095539
2012m7,-.0455444
2012m8,-.0250068
2012m9,.225107
2012m10,.4605133
2012m11,.5432158
2012m12,.4866175
2013m1,.5315028
2013m2,.6683045
2013m3,.7454786
2013m4,.6637863
2013m5,.3172146
2013m6,-.269161
2013m7,-.8997151
2013m8,-1.180542
2013m9,-1.185055
2013m10,-1.111309
2013m11,-1.104951
2013m12,-1.128046
2014m1,-1.093483
2014m2,-1.06903
2014m3,-1.120322
2014m4,-1.209464
2014m5,-1.386517
2014m6,-1.581268
2014m7,-1.663544
2014m8,-1.605687
2014m9,-1.437611
2014m10,-1.302127
2014m11,-1.277353
2014m12,-1.311534
2015m1,-1.26608
2015m2,-1.160471
2015m3,-1.027324
2015m4,-.8906463
2015m5,-.8328585
2015m6,-.9413124
2015m7,-1.139171
2015m8,-1.165437
2015m9,-1.038278
2015m10,-1.012887
2015m11,-1.109028
2015m12,-1.153881
2016m1,-1.072891
2016m2,-.9876934
2016m3,-.9271551
2016m4,-.8457432
