date,cat_education
2011m1,.8515171
2011m2,.7227867
2011m3,.4616621
2011m4,.0803312
2011m5,-.3022247
2011m6,-.7188564
2011m7,-.821498
2011m8,-.3281853
2011m9,.6857037
2011m10,1.150014
2011m11,.9620605
2011m12,.4721397
2012m1,.5250983
2012m2,.7988634
2012m3,.7409337
2012m4,.4268249
2012m5,-.1731154
2012m6,-.9175462
2012m7,-1.155373
2012m8,-.6870324
2012m9,.1004445
2012m10,.3811875
2012m11,.0920078
2012m12,-.2592296
2013m1,-.1565938
2013m2,-.0450647
2013m3,-.0098926
2013m4,-.1414228
2013m5,-.5321456
2013m6,-.9677314
2013m7,-.8884001
2013m8,-.2876076
2013m9,.4786313
2013m10,.5256009
2013m11,-.0559675
2013m12,-.7352613
2014m1,-.6643749
2014m2,-.2557265
2014m3,-.1663474
2014m4,-.4074717
2014m5,-.8449886
2014m6,-1.30837
2014m7,-1.190392
2014m8,-.4221364
2014m9,.515885
2014m10,.7885479
2014m11,.4832322
2014m12,.0731911
2015m1,.1240756
2015m2,.3955577
2015m3,.5417578
2015m4,.3706415
2015m5,-.2955203
2015m6,-.7912819
2015m7,-.7408899
2015m8,-.078229
2015m9,.879541
2015m10,1.162118
2015m11,.7913908
2015m12,.2498934
2016m1,.0785137
2016m2,.2009621
2016m3,.185049
2016m4,.0527133
