date,swb_stress
2011m1,.3552852
2011m2,.2250481
2011m3,.2996056
2011m4,.2937703
2011m5,-.1186556
2011m6,-.3264082
2011m7,-.0803028
2011m8,.537946
2011m9,.797139
2011m10,.8930051
2011m11,.7543064
2011m12,.3743366
2012m1,.209865
2012m2,.1156914
2012m3,.0778585
2012m4,-.0536715
2012m5,-.5250278
2012m6,-.7385321
2012m7,-.4283875
2012m8,-.0611862
2012m9,.4369579
2012m10,1.083317
2012m11,1.233546
2012m12,.4939379
2013m1,-.1379128
2013m2,-.5577679
2013m3,-.5281675
2013m4,-.382319
2013m5,-.6962971
2013m6,-1.178872
2013m7,-1.501816
2013m8,-1.468752
2013m9,-1.237399
2013m10,-1.055939
2013m11,-1.058599
2013m12,-1.022441
2014m1,-.7478269
2014m2,-.650004
2014m3,-.7889449
2014m4,-1.030458
2014m5,-1.325952
2014m6,-1.4437
2014m7,-1.248043
2014m8,-.8816046
2014m9,-.6330357
2014m10,-.3932077
2014m11,-.6625482
2014m12,-1.078669
2015m1,-1.202124
2015m2,-1.194757
2015m3,-.8930198
2015m4,-.7379243
2015m5,-.8732138
2015m6,-1.057169
2015m7,-.7643134
2015m8,-.6085568
2015m9,-.7901147
2015m10,-.9964026
2015m11,-1.335717
2015m12,-1.593226
2016m1,-1.689905
2016m2,-1.812822
2016m3,-1.847101
2016m4,-2.208081
