date,cat_education
2011m1,1.336186
2011m2,1.053684
2011m3,.7795534
2011m4,.3899593
2011m5,-.178836
2011m6,-.5558292
2011m7,-.3938865
2011m8,.3328767
2011m9,1.028476
2011m10,1.167412
2011m11,.9588333
2011m12,.6611036
2012m1,.7489111
2012m2,.8201321
2012m3,.6948844
2012m4,.3516492
2012m5,-.2506522
2012m6,-.8565629
2012m7,-.8824898
2012m8,-.2083123
2012m9,.6180098
2012m10,.7542724
2012m11,.4556787
2012m12,.171752
2013m1,.3855473
2013m2,.545094
2013m3,.4361133
2013m4,.0650507
2013m5,-.6595203
2013m6,-1.449626
2013m7,-1.902565
2013m8,-1.704701
2013m9,-1.055862
2013m10,-.6074113
2013m11,-.3878013
2013m12,-.1291769
2014m1,.2999913
2014m2,.5037956
2014m3,.3401855
2014m4,-.1138936
2014m5,-.7604827
2014m6,-1.172248
2014m7,-1.005792
2014m8,-.2302517
2014m9,.4900525
2014m10,.5570482
2014m11,.1610563
2014m12,-.1969385
2015m1,-.0612682
2015m2,.128137
2015m3,.1624065
2015m4,-.1550589
2015m5,-.8378665
2015m6,-1.291713
2015m7,-1.186625
2015m8,-.4075471
2015m9,.4423867
2015m10,.5363452
2015m11,.1283548
2015m12,-.1869888
2016m1,.0033707
2016m2,.2445388
2016m3,.4430799
2016m4,.6339776
