date,cat_civic_engagement
2011m1,.4918094
2011m2,.7309098
2011m3,.7161745
2011m4,.4456356
2011m5,-.0773748
2011m6,-.5689718
2011m7,-.5338526
2011m8,.2208003
2011m9,1.007066
2011m10,1.244147
2011m11,.950106
2011m12,.3423944
2012m1,.1522281
2012m2,.1280641
2012m3,.0374791
2012m4,-.2820668
2012m5,-.9373325
2012m6,-1.379592
2012m7,-1.147081
2012m8,-.3771091
2012m9,.3956841
2012m10,.7021852
2012m11,.4681616
2012m12,-.0919826
2013m1,-.1887226
2013m2,-.0560981
2013m3,-.0458672
2013m4,-.3626234
2013m5,-1.020476
2013m6,-1.48865
2013m7,-1.38313
2013m8,-.6422213
2013m9,.2672791
2013m10,.7282567
2013m11,.5920141
2013m12,.1637136
2014m1,.0733521
2014m2,.2930984
2014m3,.2876237
2014m4,-.022417
2014m5,-.7237375
2014m6,-1.363672
2014m7,-1.483172
2014m8,-.941212
2014m9,-.16154
2014m10,.1490254
2014m11,-.005174
2014m12,-.14866
2015m1,.0786337
2015m2,.4181144
2015m3,.5428214
2015m4,.2531929
2015m5,-.4557881
2015m6,-.9169919
2015m7,-.7946131
2015m8,-.0231183
2015m9,.8037912
2015m10,.9378715
2015m11,.6468648
2015m12,.3396314
2016m1,.5915018
2016m2,.9688365
2016m3,.9287421
2016m4,.5260384
