date,cat_financial_security
2008m1,1.992092
2008m2,1.012059
2008m3,.2796985
2008m4,-.1570431
2008m5,-.2722999
2008m6,-.1382059
2008m7,-.0504518
2008m8,.01753
2008m9,.3564021
2008m10,.3525415
2008m11,-.2227763
2008m12,-.1874604
2009m1,.2016758
2009m2,.1762619
2009m3,.0424446
2009m4,-.1939886
2009m5,-.1707827
2009m6,.0747125
2009m7,.2493347
2009m8,.1048895
2009m9,-.3406568
2009m10,-.7019247
2009m11,-.8803274
2009m12,-.6344553
2010m1,.0540983
2010m2,.5330365
2010m3,1.020246
2010m4,1.178218
2010m5,1.023744
2010m6,.9123696
2010m7,.5204062
2010m8,.0846001
2010m9,-.342165
2010m10,-.5603798
2010m11,-.56989
2010m12,-.0955012
2011m1,.6226428
2011m2,.7744642
2011m3,.3889516
2011m4,.011327
2011m5,-.223524
2011m6,-.0502963
2011m7,.0939924
2011m8,-.270139
2011m9,-1.006589
2011m10,-1.626574
2011m11,-1.898531
2011m12,-1.552868
2012m1,-.8013915
2012m2,-.3913139
2012m3,-.4058661
2012m4,-.5393384
2012m5,-.6711145
2012m6,-.6964927
2012m7,-.7493557
2012m8,-.9087961
2012m9,-1.171245
2012m10,-1.266784
2012m11,-1.101222
2012m12,-.4066525
2013m1,.5417243
2013m2,.6431484
2013m3,.3434922
2013m4,.0972804
2013m5,-.0960511
2013m6,-.2333123
2013m7,-.2680497
2013m8,-.4082138
2013m9,-.5019786
2013m10,-.5039719
2013m11,-.6610599
2013m12,-.4383744
2014m1,.0739306
2014m2,.2517175
2014m3,.2049456
2014m4,.1814871
2014m5,.3413146
2014m6,.7356284
2014m7,.9620327
2014m8,.6111122
2014m9,-.0291785
2014m10,-.5839157
2014m11,-.8396571
2014m12,-.4523303
2015m1,.2300464
2015m2,.4531836
2015m3,.4789308
2015m4,.5503705
2015m5,.6770989
2015m6,1.023618
2015m7,.9890017
2015m8,.4791873
2015m9,-.1491096
2015m10,-.4988637
2015m11,-.6574079
2015m12,-.3943327
2016m1,.2877486
2016m2,.9691503
2016m3,1.792354
2016m4,2.975965
