region,date,travail
Bourgogne,2013m1,.46329859
Bourgogne,2013m2,.043898806
Bourgogne,2013m3,.54845881
Bourgogne,2013m4,-.3014091
Bourgogne,2013m5,-.33810917
Bourgogne,2013m6,.062145349
Bourgogne,2013m7,-.98870301
Bourgogne,2013m8,-1.0501925
Bourgogne,2013m9,.17739061
Bourgogne,2013m10,-.00036845542
Bourgogne,2013m11,-.013981229
Bourgogne,2013m12,-.70285398
Bourgogne,2014m1,.67204762
Bourgogne,2014m2,.44106206
Bourgogne,2014m3,.22752838
Bourgogne,2014m4,-.37818643
Bourgogne,2014m5,-.064101957
Bourgogne,2014m6,-.22074302
Bourgogne,2014m7,-.9585101
Bourgogne,2014m8,-.81039095
Bourgogne,2014m9,.65333104
Bourgogne,2014m10,.26293483
Bourgogne,2014m11,.36416149
Bourgogne,2014m12,-.77124584
Bourgogne,2015m1,.5868479
Bourgogne,2015m2,.92886484
Bourgogne,2015m3,.78002137
Bourgogne,2015m4,.65611881
Bourgogne,2015m5,.16812888
Bourgogne,2015m6,.40749958
Bourgogne,2015m7,-.66776419
Bourgogne,2015m8,-.55216396
Bourgogne,2015m9,.64414847
Bourgogne,2015m10,.240637
Bourgogne,2015m11,-.1272224
Bourgogne,2015m12,-.61990577
Bourgogne,2016m1,.66457689
Bourgogne,2016m2,.31066993
Bourgogne,2016m3,.36715844
Bourgogne,2016m4,-.19470674
Bourgogne,2016m5,.21889655
Bourgogne,2016m6,.1305517
Bourgogne,2016m7,-.94138348
Bourgogne,2016m8,-1.2241449
Bourgogne,2016m9,.37764832
Bourgogne,2016m10,.1315009
Bourgogne,2016m11,.20906372
Bourgogne,2016m12,-.60496712
Bourgogne,2017m1,.36579621
Bourgogne,2017m2,.40673196
Bourgogne,2017m3,.094596073
