date,cat_summer_leisure
2011m1,-.790907
2011m2,-.0575838
2011m3,.6270136
2011m4,1.228473
2011m5,1.646227
2011m6,1.731958
2011m7,1.357779
2011m8,.6540908
2011m9,-.0707265
2011m10,-.6119402
2011m11,-.9386165
2011m12,-.9690881
2012m1,-.6946766
2012m2,-.2233591
2012m3,.3753925
2012m4,.9396725
2012m5,1.367628
2012m6,1.480294
2012m7,1.11491
2012m8,.4792424
2012m9,-.1883281
2012m10,-.7505443
2012m11,-1.124454
2012m12,-1.243955
2013m1,-1.045986
2013m2,-.6167479
2013m3,-.0123118
2013m4,.5692158
2013m5,.9847316
2013m6,1.068025
2013m7,.7184507
2013m8,.1595647
2013m9,-.4036075
2013m10,-.8511988
2013m11,-1.180447
2013m12,-1.290691
2014m1,-1.081902
2014m2,-.6131681
2014m3,-.0065612
2014m4,.546176
2014m5,.9602083
2014m6,1.022451
2014m7,.671287
2014m8,.022579
2014m9,-.6237317
2014m10,-1.114591
2014m11,-1.413827
2014m12,-1.44029
2015m1,-1.191502
2015m2,-.7722999
2015m3,-.1748144
2015m4,.4723363
2015m5,1.037384
2015m6,1.255264
2015m7,1.054041
2015m8,.5011438
2015m9,-.1649297
2015m10,-.7539635
2015m11,-1.133775
2015m12,-1.178725
2016m1,-.9314987
2016m2,-.3718651
2016m3,.4939358
2016m4,1.49314
