date,swb_enjoyment
2008m1,-.324372
2008m2,-.2331319
2008m3,.100338
2008m4,.2943989
2008m5,.5798161
2008m6,.8133975
2008m7,.8776403
2008m8,.5868424
2008m9,.0550654
2008m10,-.4217358
2008m11,-1.077426
2008m12,-1.719527
2009m1,-2.220122
2009m2,-2.321418
2009m3,-1.91724
2009m4,-1.265865
2009m5,-.8122805
2009m6,-.6748602
2009m7,-.9230582
2009m8,-1.35632
2009m9,-1.713554
2009m10,-1.584339
2009m11,-1.388259
2009m12,-1.266139
2010m1,-1.623834
2010m2,-1.546519
2010m3,-.9975711
2010m4,-.2527844
2010m5,.1037402
2010m6,-.1462178
2010m7,-.611898
2010m8,-1.274193
2010m9,-1.910886
2010m10,-1.899105
2010m11,-1.581971
2010m12,-1.193283
2011m1,-.7164745
2011m2,-.2871962
2011m3,-.0427766
2011m4,.0128037
2011m5,-.0628897
2011m6,-.1764844
2011m7,-.4487657
2011m8,-.7098649
2011m9,-.7312558
2011m10,-.5978093
2011m11,-.3280278
2011m12,-.2679665
2012m1,-.3805096
2012m2,-.3910468
2012m3,.0122375
2012m4,.5441402
2012m5,.9148417
2012m6,.8108755
2012m7,.4174515
2012m8,-.1197973
2012m9,-.5156028
2012m10,-.414221
2012m11,.1151941
2012m12,.6479611
2013m1,.4667872
2013m2,-.0293887
2013m3,-.1282392
2013m4,.0589007
2013m5,.1566394
2013m6,.1629469
2013m7,.1420286
2013m8,-.0508548
2013m9,-.2139333
2013m10,-.223195
2013m11,-.2537197
2013m12,-.3283024
2014m1,-.2533573
2014m2,-.0655232
2014m3,.3271405
2014m4,.7811481
2014m5,1.087445
2014m6,.9282393
2014m7,.5802215
2014m8,.2279416
2014m9,-.0254717
2014m10,.0068269
2014m11,.3100994
2014m12,.4600133
2015m1,.6188536
2015m2,1.023754
2015m3,1.204371
2015m4,1.253817
2015m5,1.143003
2015m6,.8244871
2015m7,.4989887
2015m8,.1322433
2015m9,-.0383606
2015m10,.1735765
2015m11,.6614515
2015m12,1.055347
2016m1,1.139005
2016m2,.9640565
2016m3,.6218123
2016m4,.0955975
