date,swb_job_satisfaction
2011m1,-.4319941
2011m2,-.766988
2011m3,-.9246437
2011m4,-.97819
2011m5,-1.058215
2011m6,-.8716228
2011m7,-.6719615
2011m8,-.5760071
2011m9,-.5171275
2011m10,-.2619105
2011m11,-.2502721
2011m12,-.4155611
2012m1,-.680595
2012m2,-1.032703
2012m3,-1.316707
2012m4,-1.423826
2012m5,-1.367462
2012m6,-1.111168
2012m7,-.7241733
2012m8,-.2505281
2012m9,.2686909
2012m10,.5971892
2012m11,.4571623
2012m12,-.0907842
2013m1,-.4000291
2013m2,-.6243796
2013m3,-.8272683
2013m4,-1.025087
2013m5,-1.24543
2013m6,-1.267571
2013m7,-1.162438
2013m8,-.750542
2013m9,-.4610682
2013m10,-.2776952
2013m11,-.3004934
2013m12,-.2272973
2014m1,-.0453532
2014m2,-.2173308
2014m3,-.6417224
2014m4,-1.140179
2014m5,-1.549488
2014m6,-1.583007
2014m7,-1.527043
2014m8,-1.586938
2014m9,-1.671923
2014m10,-1.72932
2014m11,-1.801731
2014m12,-1.912501
2015m1,-2.073049
2015m2,-2.408753
2015m3,-2.640759
2015m4,-2.733814
2015m5,-2.770285
2015m6,-2.655448
2015m7,-2.574206
2015m8,-2.423946
2015m9,-2.192267
2015m10,-2.067119
2015m11,-2.298584
2015m12,-2.372613
2016m1,-2.200547
2016m2,-2.188715
2016m3,-2.591127
2016m4,-3.395181
