civic_f
.4482542
.7901333
.8465565
.5371189
.3883708
2.19018
1.490225
1.990397
.6843755
-.0187809
.3078291
.7296172
-.0422822
-.1763631
1.051814
.2656086
1.149719
.7227703
1.08342
1.326093
-.0730036
-.539262
.0011948
-.0056795
-.4316233
-.0357553
.2673658
-.2764342
1.820899
2.082407
1.044352
.4172502
-1.667154
-1.011165
.0280546
-.406942
-.9249451
-1.137502
-.2872664
-1.286022
-.7355415
-.3871725
-.3685114
-.5667831
-1.626247
-1.844439
-1.496007
-.9216096
-1.387243
-.9193645
-.9776593
-1.466854
-.9387977
-.4949258
.7628587
.5983351
-.5738629
