region,date,mal_etre
Bourgogne,2013m1,-1.0922406
Bourgogne,2013m2,-1.2047228
Bourgogne,2013m3,-.74928218
Bourgogne,2013m4,-1.3062096
Bourgogne,2013m5,-1.15794
Bourgogne,2013m6,-.99604833
Bourgogne,2013m7,-1.3746738
Bourgogne,2013m8,-1.6687348
Bourgogne,2013m9,-.1660473
Bourgogne,2013m10,-.73634118
Bourgogne,2013m11,-1.9169356
Bourgogne,2013m12,-.80336547
Bourgogne,2014m1,.21119876
Bourgogne,2014m2,-.22478893
Bourgogne,2014m3,-.16998507
Bourgogne,2014m4,-1.4626647
Bourgogne,2014m5,-.76595557
Bourgogne,2014m6,-.5893693
Bourgogne,2014m7,-1.1907299
Bourgogne,2014m8,-.66332126
Bourgogne,2014m9,.43499631
Bourgogne,2014m10,.27786672
Bourgogne,2014m11,-.29477394
Bourgogne,2014m12,-.72321892
Bourgogne,2015m1,.29038659
Bourgogne,2015m2,1.2304355
Bourgogne,2015m3,.62239856
Bourgogne,2015m4,-.18348789
Bourgogne,2015m5,-.13165161
Bourgogne,2015m6,.15710212
Bourgogne,2015m7,-.56690681
Bourgogne,2015m8,-.25658149
Bourgogne,2015m9,.89660865
Bourgogne,2015m10,.39002657
Bourgogne,2015m11,.21412721
Bourgogne,2015m12,.18115638
Bourgogne,2016m1,2.0955014
Bourgogne,2016m2,1.4039478
Bourgogne,2016m3,1.4642085
Bourgogne,2016m4,.17433129
Bourgogne,2016m5,.71716768
Bourgogne,2016m6,.44356158
Bourgogne,2016m7,.36780471
Bourgogne,2016m8,.22306071
Bourgogne,2016m9,1.244689
Bourgogne,2016m10,1.5160147
Bourgogne,2016m11,1.0159445
Bourgogne,2016m12,1.1347563
Bourgogne,2017m1,1.1989535
Bourgogne,2017m2,1.2208933
Bourgogne,2017m3,1.0357863
