date,cat_layoffs
2008m1,-1.311946
2008m2,-1.337324
2008m3,-1.272432
2008m4,-1.179506
2008m5,-1.193637
2008m6,-1.278402
2008m7,-1.350326
2008m8,-1.19655
2008m9,-.6509744
2008m10,.1856577
2008m11,1.122731
2008m12,1.942242
2009m1,2.561824
2009m2,2.592268
2009m3,2.072598
2009m4,1.49713
2009m5,1.206156
2009m6,1.20234
2009m7,1.341842
2009m8,1.473809
2009m9,1.658617
2009m10,1.835369
2009m11,1.952445
2009m12,1.827195
2010m1,1.83445
2010m2,1.721801
2010m3,1.445529
2010m4,1.124823
2010m5,.8698334
2010m6,.7208607
2010m7,.5956177
2010m8,.4750327
2010m9,.4887564
2010m10,.4581241
2010m11,.3269217
2010m12,.1567209
2011m1,-.0769148
2011m2,-.2453414
2011m3,-.2905617
2011m4,-.1001845
2011m5,.1969154
2011m6,.2831699
2011m7,.2231698
2011m8,.0136007
2011m9,-.0840849
2011m10,-.0563686
2011m11,.0063128
2011m12,.0661188
2012m1,.0876476
2012m2,.0023413
2012m3,-.1260248
2012m4,-.2300156
2012m5,-.2696056
2012m6,-.3408765
2012m7,-.2932516
2012m8,-.0761134
2012m9,.2746834
2012m10,.4420655
2012m11,.2172216
2012m12,-.2498176
2013m1,-.435801
2013m2,-.4582507
2013m3,-.3923686
2013m4,-.2801286
2013m5,-.2063981
2013m6,-.2797072
2013m7,-.4634851
2013m8,-.5280279
2013m9,-.5080024
2013m10,-.426208
2013m11,-.3213992
2013m12,-.1817199
2014m1,-.009405
2014m2,-.0174679
2014m3,-.2803957
2014m4,-.5654805
2014m5,-.8463032
2014m6,-.9877797
2014m7,-1.013777
2014m8,-.9741196
2014m9,-.8495216
2014m10,-.7432803
2014m11,-.8121282
2014m12,-.9289171
2015m1,-.9435742
2015m2,-.8634158
2015m3,-.7564334
2015m4,-.6937873
2015m5,-.7905564
2015m6,-.8691429
2015m7,-.9987276
2015m8,-1.011464
2015m9,-.8304365
2015m10,-.7157554
2015m11,-.8042337
2015m12,-.8491822
2016m1,-.7162256
2016m2,-.4190339
2016m3,-.0125463
2016m4,.4909081
