date,swb_learn
2008m1,-2.526428
2008m2,-1.431968
2008m3,-.658685
2008m4,.1079162
2008m5,.343482
2008m6,.3162622
2008m7,.0955761
2008m8,-.0265516
2008m9,-.2093845
2008m10,-.2804496
2008m11,-.7127186
2008m12,-1.425354
2009m1,-1.638753
2009m2,-1.122339
2009m3,-.1747685
2009m4,.7546031
2009m5,1.07535
2009m6,.9469172
2009m7,1.031408
2009m8,1.143079
2009m9,1.374776
2009m10,1.507675
2009m11,1.445722
2009m12,1.168454
2010m1,1.080184
2010m2,1.464239
2010m3,2.117494
2010m4,2.732242
2010m5,2.745689
2010m6,2.265626
2010m7,1.816756
2010m8,1.563909
2010m9,1.495676
2010m10,1.337255
2010m11,.9510931
2010m12,.5481586
2011m1,.3498383
2011m2,.3115784
2011m3,.6224052
2011m4,1.168555
2011m5,1.520605
2011m6,1.533369
2011m7,1.327143
2011m8,1.17504
2011m9,1.200056
2011m10,1.207913
2011m11,.8909411
2011m12,.4761815
2012m1,.338701
2012m2,.5739045
2012m3,1.007047
2012m4,1.346134
2012m5,1.239913
2012m6,1.131182
2012m7,1.120845
2012m8,1.1432
2012m9,1.10475
2012m10,.8910713
2012m11,.5176575
2012m12,.2208861
2013m1,-.0677712
2013m2,-.0495403
2013m3,.3403337
2013m4,.7305064
2013m5,.800594
2013m6,.6868223
2013m7,.6673915
2013m8,.7594231
2013m9,.8365026
2013m10,.6628262
2013m11,.2852083
2013m12,-.1138657
2014m1,-.3516439
2014m2,-.1295307
2014m3,.4304355
2014m4,.9072472
2014m5,1.010395
2014m6,1.035359
2014m7,1.015236
2014m8,.9337993
2014m9,.7426934
2014m10,.3608901
2014m11,-.007925
2014m12,-.3309921
2015m1,-.5011962
2015m2,-.2706837
2015m3,.1779435
2015m4,.545067
2015m5,.6650597
2015m6,.5529215
2015m7,.4310077
2015m8,.5543774
2015m9,.5574606
2015m10,.2238812
2015m11,-.2195317
2015m12,-.3901273
2016m1,-.4373825
2016m2,-.406806
2016m3,-.2159091
2016m4,-.1852562
