date,swb_respect
2011m1,.6624818
2011m2,.2289389
2011m3,.1071117
2011m4,.0249844
2011m5,.0538832
2011m6,.0677465
2011m7,-.0412374
2011m8,-.1838315
2011m9,.1235951
2011m10,.4657691
2011m11,.7999311
2011m12,.6078928
2012m1,.0979125
2012m2,-.5455227
2012m3,-.9833651
2012m4,-1.144497
2012m5,-1.154906
2012m6,-1.012005
2012m7,-.470971
2012m8,.1791389
2012m9,.8304116
2012m10,1.312814
2012m11,1.50546
2012m12,1.337674
2013m1,1.096825
2013m2,.7493353
2013m3,.1658546
2013m4,-.4392163
2013m5,-1.022835
2013m6,-1.013188
2013m7,-.4200998
2013m8,.2544598
2013m9,1.127099
2013m10,1.689713
2013m11,1.766751
2013m12,1.382446
2014m1,.8963964
2014m2,.5691186
2014m3,.3179627
2014m4,.3043435
2014m5,.3843863
2014m6,.5849567
2014m7,.771161
2014m8,.8761461
2014m9,1.368978
2014m10,1.735548
2014m11,1.82968
2014m12,1.887819
2015m1,1.777271
2015m2,1.636332
2015m3,1.478739
2015m4,1.213863
2015m5,.7437643
2015m6,.6162618
2015m7,.2002922
2015m8,-.2435455
2015m9,.0208366
2015m10,.570007
2015m11,.8871488
2015m12,.7528206
2016m1,.596531
2016m2,.3706033
2016m3,-.1663913
2016m4,-.8466935
