date,cat_health_conditions
2011m1,.0681899
2011m2,.6603483
2011m3,.5852586
2011m4,.5100552
2011m5,.1698792
2011m6,-.2463658
2011m7,-.3821412
2011m8,.1166444
2011m9,.8054937
2011m10,1.134133
2011m11,.6735707
2011m12,.0045036
2012m1,.0479259
2012m2,.6139347
2012m3,1.224681
2012m4,1.089927
2012m5,.3275516
2012m6,-.3490365
2012m7,-.5878377
2012m8,-.4620288
2012m9,-.1947327
2012m10,-.0717988
2012m11,-.2551804
2012m12,-.5398469
2013m1,-.3516187
2013m2,-.0255507
2013m3,.2136791
2013m4,.2083589
2013m5,-.3604026
2013m6,-1.195866
2013m7,-1.569237
2013m8,-1.178151
2013m9,-.3071638
2013m10,.1648415
2013m11,-.0912876
2013m12,-.5450653
2014m1,-.5378784
2014m2,-.4398608
2014m3,-.5374918
2014m4,-.7182406
2014m5,-.9516358
2014m6,-.9673354
2014m7,-.9717142
2014m8,-.7252423
2014m9,-.3487465
2014m10,-.1565222
2014m11,-.2245643
2014m12,-.2425155
2015m1,.0816519
2015m2,.5269875
2015m3,.8101032
2015m4,.6562182
2015m5,-.0923807
2015m6,-.404653
2015m7,-.3415883
2015m8,-.2501469
2015m9,.3452854
2015m10,.7815555
2015m11,.6810581
2015m12,.5645707
2016m1,.7588175
2016m2,.9821645
2016m3,.982729
2016m4,.8337103
