date,cat_civic_engagement
2011m1,.4065075
2011m2,.451807
2011m3,.4437324
2011m4,.1265708
2011m5,-.5054663
2011m6,-1.001025
2011m7,-1.105201
2011m8,-.5421739
2011m9,.5370402
2011m10,1.167086
2011m11,1.087985
2011m12,.5797786
2012m1,.2861217
2012m2,.245644
2012m3,.0897002
2012m4,-.3439561
2012m5,-.8031119
2012m6,-1.054093
2012m7,-.9866564
2012m8,-.5085594
2012m9,.2985407
2012m10,.5750504
2012m11,.4017016
2012m12,.3412687
2013m1,.5542852
2013m2,.6942393
2013m3,.6077815
2013m4,.1655805
2013m5,-.6198896
2013m6,-1.247984
2013m7,-1.308232
2013m8,-.8280282
2013m9,.1519448
2013m10,.7017817
2013m11,.6217682
2013m12,.3129191
2014m1,.2727012
2014m2,.2611453
2014m3,.163124
2014m4,-.0506024
2014m5,-.7444648
2014m6,-1.28642
2014m7,-1.445986
2014m8,-1.099875
2014m9,-.2760323
2014m10,.3570305
2014m11,.6494159
2014m12,.6519135
2015m1,.5632713
2015m2,.5507709
2015m3,.4200977
2015m4,.0394845
2015m5,-.7171
2015m6,-1.245785
2015m7,-1.298654
2015m8,-.7907033
2015m9,.2112027
2015m10,.6578084
2015m11,.4609104
2015m12,.2835074
2016m1,.4424231
2016m2,.6888969
2016m3,.9548715
2016m4,1.33259
