region,date,christianisme
Champagne-Ardenne,2013m1,-.47461081
Champagne-Ardenne,2013m2,-.2194833
Champagne-Ardenne,2013m3,.06451793
Champagne-Ardenne,2013m4,-.70603216
Champagne-Ardenne,2013m5,.11849868
Champagne-Ardenne,2013m6,-.57760793
Champagne-Ardenne,2013m7,-1.1611259
Champagne-Ardenne,2013m8,-.49486202
Champagne-Ardenne,2013m9,-.51058292
Champagne-Ardenne,2013m10,-.26068398
Champagne-Ardenne,2013m11,-.2764338
Champagne-Ardenne,2013m12,.17535603
Champagne-Ardenne,2014m1,.17766778
Champagne-Ardenne,2014m2,-.30716628
Champagne-Ardenne,2014m3,-.12230855
Champagne-Ardenne,2014m4,1.089807
Champagne-Ardenne,2014m5,.198002
Champagne-Ardenne,2014m6,-.67676634
Champagne-Ardenne,2014m7,-.41083446
Champagne-Ardenne,2014m8,.0032836795
Champagne-Ardenne,2014m9,-.50464654
Champagne-Ardenne,2014m10,.23098521
Champagne-Ardenne,2014m11,-.27603209
Champagne-Ardenne,2014m12,.51399636
Champagne-Ardenne,2015m1,.77844048
Champagne-Ardenne,2015m2,.50903678
Champagne-Ardenne,2015m3,.57477707
Champagne-Ardenne,2015m4,.35175174
Champagne-Ardenne,2015m5,.69619441
Champagne-Ardenne,2015m6,-.051641457
Champagne-Ardenne,2015m7,-.080728374
Champagne-Ardenne,2015m8,-.17913511
Champagne-Ardenne,2015m9,-.22309543
Champagne-Ardenne,2015m10,.2095577
Champagne-Ardenne,2015m11,-.0089526111
Champagne-Ardenne,2015m12,.97411472
Champagne-Ardenne,2016m1,.55543083
Champagne-Ardenne,2016m2,-.011834107
Champagne-Ardenne,2016m3,.96082407
Champagne-Ardenne,2016m4,.094819985
Champagne-Ardenne,2016m5,-.23579013
Champagne-Ardenne,2016m6,-.18512435
Champagne-Ardenne,2016m7,-.20302157
Champagne-Ardenne,2016m8,-.33853111
Champagne-Ardenne,2016m9,.0052407128
Champagne-Ardenne,2016m10,-.18995525
Champagne-Ardenne,2016m11,.0091571975
Champagne-Ardenne,2016m12,.5450545
Champagne-Ardenne,2017m1,-.10278521
Champagne-Ardenne,2017m2,-.0079258792
Champagne-Ardenne,2017m3,.19174916
