date,swb_anger
2008m1,-3.023352
2008m2,-2.52477
2008m3,-1.771793
2008m4,-.8768104
2008m5,-.0188893
2008m6,.5039725
2008m7,.7684042
2008m8,.4433087
2008m9,.1354037
2008m10,.2630397
2008m11,.344468
2008m12,.0047591
2009m1,-.3280157
2009m2,-.3760518
2009m3,-.5174446
2009m4,-.4169683
2009m5,.1262748
2009m6,.6055306
2009m7,.8527349
2009m8,.6088093
2009m9,.1828318
2009m10,-.1861404
2009m11,-.5866636
2009m12,-.8554232
2010m1,-.9826488
2010m2,-.4642652
2010m3,.1144963
2010m4,.4943139
2010m5,.6899999
2010m6,1.120425
2010m7,1.312336
2010m8,1.057322
2010m9,.4233321
2010m10,.0630836
2010m11,-.5571267
2010m12,-.7996056
2011m1,-1.272243
2011m2,-1.375201
2011m3,-1.078465
2011m4,-.6985642
2011m5,-.4280096
2011m6,.2129941
2011m7,.6281153
2011m8,.2011427
2011m9,-.5252583
2011m10,-.8602529
2011m11,-1.250359
2011m12,-1.510824
2012m1,-1.881633
2012m2,-1.805863
2012m3,-1.252591
2012m4,-.6331777
2012m5,-.1587173
2012m6,.058824
2012m7,-.0338531
2012m8,-.1679076
2012m9,-.1224054
2012m10,.0149197
2012m11,-.1695198
2012m12,-.5727312
2013m1,-.8216746
2013m2,-.9404609
2013m3,-.7828676
2013m4,-.4493183
2013m5,-.1968924
2013m6,-.0166257
2013m7,.0865937
2013m8,.2087483
2013m9,.4281642
2013m10,.5435781
2013m11,-.0267941
2013m12,-.5805315
2014m1,-1.001488
2014m2,-1.046104
2014m3,-.7924895
2014m4,-.3842917
2014m5,-.0362102
2014m6,.4207038
2014m7,.7283833
2014m8,.4770202
2014m9,.1449134
2014m10,-.005154
2014m11,-.1845677
2014m12,-.4101202
2015m1,-.7415946
2015m2,-.8481635
2015m3,-.6558109
2015m4,-.3409578
2015m5,.0656452
2015m6,.4447965
2015m7,.5785248
2015m8,.4242375
2015m9,.1063892
2015m10,-.137342
2015m11,-.5534871
2015m12,-.6819728
2016m1,-.6080221
2016m2,-.4273497
2016m3,.2443046
2016m4,1.024458
