date,swb_sadness
2011m1,-.0987815
2011m2,-.3121798
2011m3,-.2600497
2011m4,-.0974501
2011m5,-.0664182
2011m6,-.1656346
2011m7,-.2245449
2011m8,.134295
2011m9,.4769058
2011m10,.6125584
2011m11,.4958569
2011m12,.5327893
2012m1,.4895881
2012m2,.0660688
2012m3,-.363032
2012m4,-.8303329
2012m5,-.8532618
2012m6,-.5423559
2012m7,-.1384847
2012m8,.3736449
2012m9,.9115211
2012m10,1.071569
2012m11,1.040391
2012m12,.847451
2013m1,.595169
2013m2,.1904221
2013m3,-.3819884
2013m4,-.4653902
2013m5,-.3125262
2013m6,-.1595319
2013m7,-.1503524
2013m8,-.1414697
2013m9,-.0537086
2013m10,-.0638726
2013m11,-.1067468
2013m12,-.0651868
2014m1,-.1519614
2014m2,-.3954861
2014m3,-.5186029
2014m4,-.6695277
2014m5,-.970054
2014m6,-1.117837
2014m7,-1.155019
2014m8,-.6239005
2014m9,-.0702699
2014m10,-.0318006
2014m11,-.3709505
2014m12,-.9496372
2015m1,-1.436677
2015m2,-1.741325
2015m3,-1.869126
2015m4,-1.927185
2015m5,-1.689688
2015m6,-1.445197
2015m7,-1.113697
2015m8,-.5938145
2015m9,-.2945564
2015m10,-.4811803
2015m11,-.9449641
2015m12,-1.501638
2016m1,-2.120615
2016m2,-2.440231
2016m3,-2.657157
2016m4,-2.776584
