job_search_f
2.263469
1.130862
-.1897131
1.74716
1.127275
1.089374
1.670289
1.442655
.7283005
1.455327
-.0554592
1.253531
.8263279
.2054999
-.799997
-1.037034
.2929517
2.631402
.4092588
.3679559
.7636294
.6734654
1.71075
-.3936638
-.3064831
-.8543029
-1.185021
-1.89035
-.5194876
-.0742858
-.5000777
-.0450344
-.04938
-.6099916
-.7974637
.1289999
.5431466
.3092259
-.7579331
-.6803691
-.0624115
.317497
-.193047
-.7319009
-.9626215
-1.29854
-.6824998
-.4591632
-.3266893
-.8802364
-1.263004
-1.388228
-.7268021
-.3401972
-.6152136
-1.217547
-1.194204
