date,cat_social_progress
2008m1,-1.051322
2008m2,-.5990434
2008m3,-.1576933
2008m4,-.0720126
2008m5,-.5218817
2008m6,-1.213311
2008m7,-1.667191
2008m8,-1.651566
2008m9,-1.120742
2008m10,-.6490418
2008m11,-.4670985
2008m12,-.4733611
2009m1,-.3334174
2009m2,-.0956157
2009m3,-.0485134
2009m4,-.2781619
2009m5,-.7723964
2009m6,-1.263997
2009m7,-1.432295
2009m8,-1.133583
2009m9,-.3555245
2009m10,.1759258
2009m11,.2189556
2009m12,-.0060112
2010m1,-.0583688
2010m2,.1408092
2010m3,.2896298
2010m4,.0889732
2010m5,-.2296791
2010m6,-.5817393
2010m7,-.7859874
2010m8,-.7164424
2010m9,-.3406536
2010m10,.0178252
2010m11,.0844305
2010m12,-.1335501
2011m1,-.2955949
2011m2,-.1953189
2011m3,-.0931661
2011m4,-.1763098
2011m5,-.4879183
2011m6,-1.016886
2011m7,-1.286117
2011m8,-1.060382
2011m9,-.3768851
2011m10,.0606321
2011m11,.1350001
2011m12,-.0056741
2012m1,-.0137835
2012m2,.0747642
2012m3,.1987819
2012m4,.1892527
2012m5,-.1605615
2012m6,-.7420512
2012m7,-1.063381
2012m8,-.8434079
2012m9,-.2609855
2012m10,.0255286
2012m11,-.1271245
2012m12,-.2944954
2013m1,-.1304394
2013m2,.1399221
2013m3,.2592846
2013m4,.2111804
2013m5,-.2368518
2013m6,-.7923875
2013m7,-1.158454
2013m8,-.9534802
2013m9,-.1849628
2013m10,.3062791
2013m11,.335031
2013m12,.2563598
2014m1,.4018561
2014m2,.6908047
2014m3,.8179647
2014m4,.7891874
2014m5,.4314951
2014m6,-.1397881
2014m7,-.4765507
2014m8,-.2074789
2014m9,.5733737
2014m10,1.160101
2014m11,1.255738
2014m12,1.225999
2015m1,1.304991
2015m2,1.512783
2015m3,1.638217
2015m4,1.51357
2015m5,1.121317
2015m6,.5200348
2015m7,-.0017343
2015m8,.1332382
2015m9,.8693639
2015m10,1.319901
2015m11,1.401267
2015m12,1.439742
2016m1,1.700241
2016m2,2.048593
2016m3,2.074813
2016m4,1.839213
