date,swb_laugh
2008m1,.6400232
2008m2,.3575293
2008m3,.4711921
2008m4,.6690235
2008m5,.7185261
2008m6,.6626444
2008m7,.4008923
2008m8,.4308468
2008m9,.4918439
2008m10,.1730635
2008m11,-.3961252
2008m12,-.654659
2009m1,-1.087206
2009m2,-1.323765
2009m3,-1.152196
2009m4,-.7521096
2009m5,-.2534719
2009m6,-.1256668
2009m7,-.1155533
2009m8,-.4430653
2009m9,-.5976446
2009m10,-.3325882
2009m11,-.0833906
2009m12,-.0197611
2010m1,-.2559938
2010m2,-.3823903
2010m3,-.1234294
2010m4,.8696657
2010m5,2.065103
2010m6,2.109093
2010m7,.9456239
2010m8,-.0669305
2010m9,-.3907466
2010m10,-.3114492
2010m11,.2004022
2010m12,.2368292
2011m1,.0271909
2011m2,.0156773
2011m3,.3592666
2011m4,1.090507
2011m5,1.609767
2011m6,1.788534
2011m7,1.548344
2011m8,1.112714
2011m9,1.01491
2011m10,.9089862
2011m11,.7942072
2011m12,.548341
2012m1,.2308755
2012m2,.3787747
2012m3,1.061552
2012m4,1.544184
2012m5,1.816365
2012m6,1.805475
2012m7,1.537186
2012m8,1.109225
2012m9,.8988283
2012m10,.7161373
2012m11,.4745971
2012m12,.2047841
2013m1,.0586148
2013m2,.4811221
2013m3,.8369218
2013m4,1.238235
2013m5,1.62085
2013m6,1.777509
2013m7,1.543703
2013m8,1.033248
2013m9,.8638423
2013m10,.9100221
2013m11,.9522222
2013m12,.8113447
2014m1,.617227
2014m2,.8120421
2014m3,1.082044
2014m4,1.297399
2014m5,1.456194
2014m6,1.557387
2014m7,1.405889
2014m8,.7327487
2014m9,.3244068
2014m10,.4453079
2014m11,.7391035
2014m12,.6620808
2015m1,.4279406
2015m2,.4719981
2015m3,.6304867
2015m4,.8128172
2015m5,1.057436
2015m6,1.196875
2015m7,1.079218
2015m8,.8673874
2015m9,.9338022
2015m10,.9471169
2015m11,.9115015
2015m12,.8186569
2016m1,.3537705
2016m2,.2313964
2016m3,.5742009
2016m4,1.139934
