date,cat_spirituality
2011m1,-.1326788
2011m2,-.0035002
2011m3,.2024382
2011m4,.2877377
2011m5,-.0189062
2011m6,-.6054053
2011m7,-.9210262
2011m8,-.7587803
2011m9,.0332199
2011m10,.6169038
2011m11,.6508294
2011m12,.5148643
2012m1,.6626065
2012m2,.8680288
2012m3,.8881261
2012m4,.6035756
2012m5,-.0386711
2012m6,-.8666999
2012m7,-.9700079
2012m8,-.5082814
2012m9,.2439902
2012m10,.5060847
2012m11,.2197763
2012m12,.0488853
2013m1,.0999343
2013m2,.23109
2013m3,.3643906
2013m4,.2422161
2013m5,-.3567324
2013m6,-.9885272
2013m7,-1.419286
2013m8,-1.205359
2013m9,-.5133955
2013m10,-.0741593
2013m11,-.1315625
2013m12,-.3829854
2014m1,-.3182959
2014m2,.0160186
2014m3,.1270235
2014m4,-.061415
2014m5,-.5917461
2014m6,-1.309675
2014m7,-1.596408
2014m8,-1.22075
2014m9,-.3282024
2014m10,.1594121
2014m11,.1876556
2014m12,.0543596
2015m1,.0698807
2015m2,.3352379
2015m3,.5270396
2015m4,.2731453
2015m5,-.2925424
2015m6,-.7083834
2015m7,-.8540125
2015m8,-.55191
2015m9,.2551524
2015m10,.8390401
2015m11,1.0572
2015m12,.9597587
2016m1,.8516901
2016m2,.9553137
2016m3,1.391163
2016m4,2.385517
