health_conditions_f
-.0551204
2.815927
1.248361
1.700427
.5112828
-.7679632
-1.459323
-.5423884
-.5312786
1.830979
2.017615
-.8356108
.2221792
.6220784
.0813101
.3258937
.3727022
-1.814155
-1.45659
-1.63141
.0576724
.7555385
1.144828
-.8852416
-1.654071
.3876349
.1248095
.6040911
.526056
-.5031646
.1149768
-.5449017
-.7380787
.6616241
1.135861
-.2874344
-.8336096
.4805549
.0638796
-.1059248
.3484854
-.8130886
-.9510944
-1.423344
-.967225
1.226152
.9914564
-.8712099
-.9251269
-.5619982
-.6106833
-.2373539
-.2623678
-.4673766
1.768428
.2046741
.3916562
