region,date,health
Picardie,2013m1,-.2246244894340634
Picardie,2013m2,-.4372063257731497
Picardie,2013m3,-.0403864254243672
Picardie,2013m4,-.367614502646029
Picardie,2013m5,-.3672425731085241
Picardie,2013m6,-.447619073651731
Picardie,2013m7,-.4478804195299745
Picardie,2013m8,-.3966344852000475
Picardie,2013m9,-.2392447719350457
Picardie,2013m10,-.1566284026950598
Picardie,2013m11,-.1886773213744163
Picardie,2013m12,-.6856815196573735
Picardie,2014m1,.2383748991414905
Picardie,2014m2,.2783424159511924
Picardie,2014m3,.1226031136699021
Picardie,2014m4,.068128727376461
Picardie,2014m5,-.0431742373853922
Picardie,2014m6,.0063949085772038
Picardie,2014m7,-.1149071148596704
Picardie,2014m8,.2545315886382014
Picardie,2014m9,.5251761824823916
Picardie,2014m10,.5896258279681206
Picardie,2014m11,.565137067437172
Picardie,2014m12,-.0423162437975407
Picardie,2015m1,.4751948412507773
Picardie,2015m2,.7104932008311152
Picardie,2015m3,.8780460879206657
Picardie,2015m4,.2546070339158177
Picardie,2015m5,.2005885273218155
Picardie,2015m6,.0448468767106533
Picardie,2015m7,.1561058595776558
Picardie,2015m8,.4064548116177321
Picardie,2015m9,.8640637636184693
Picardie,2015m10,.7184038732200861
Picardie,2015m11,.5777084348723293
Picardie,2015m12,.3765413403511048
Picardie,2016m1,1.055710977688432
Picardie,2016m2,1.421635413030162
Picardie,2016m3,1.422554729133844
Picardie,2016m4,.7993615839630366
Picardie,2016m5,.855071434751153
Picardie,2016m6,
