date,cat_housing
2008m1,2.684772
2008m2,1.847778
2008m3,1.207102
2008m4,.7006024
2008m5,.3562124
2008m6,.1405236
2008m7,-.0273425
2008m8,-.1203408
2008m9,-.0016837
2008m10,.2909511
2008m11,1.04301
2008m12,2.295054
2009m1,2.874275
2009m2,2.852494
2009m3,2.685649
2009m4,2.136586
2009m5,1.47177
2009m6,1.091931
2009m7,.8174484
2009m8,.601043
2009m9,.3868119
2009m10,.2053984
2009m11,.0244153
2009m12,.0467673
2010m1,.3095934
2010m2,.4786598
2010m3,.481218
2010m4,.4523319
2010m5,.5775849
2010m6,.8924233
2010m7,1.256862
2010m8,1.371693
2010m9,1.090394
2010m10,.8228919
2010m11,.4590893
2010m12,.0254983
2011m1,-.3301084
2011m2,-.5923058
2011m3,-.7369668
2011m4,-.7877921
2011m5,-.7886478
2011m6,-.6842548
2011m7,-.4199039
2011m8,-.0438871
2011m9,.0064293
2011m10,-.0714916
2011m11,-.209448
2011m12,-.2395449
2012m1,-.1075375
2012m2,-.0708984
2012m3,-.0923603
2012m4,-.1194508
2012m5,-.0802513
2012m6,-.0364065
2012m7,-.0526791
2012m8,-.2215208
2012m9,-.3857984
2012m10,-.5562249
2012m11,-.6516662
2012m12,-.6090779
2013m1,-.4090219
2013m2,-.2552346
2013m3,-.2037654
2013m4,-.2238879
2013m5,-.2785432
2013m6,-.3586852
2013m7,-.5036532
2013m8,-.7328974
2013m9,-.9335831
2013m10,-1.064451
2013m11,-1.153565
2013m12,-1.192635
2014m1,-1.075861
2014m2,-.9726301
2014m3,-.9267001
2014m4,-.9213293
2014m5,-.9340646
2014m6,-.9237776
2014m7,-.9327008
2014m8,-.9947174
2014m9,-1.082113
2014m10,-1.113563
2014m11,-1.097033
2014m12,-.8868536
2015m1,-.5186644
2015m2,-.3161686
2015m3,-.2335425
2015m4,-.2076406
2015m5,-.2298087
2015m6,-.2543942
2015m7,-.3698459
2015m8,-.5429826
2015m9,-.7358012
2015m10,-.8530278
2015m11,-.9252563
2015m12,-.8692561
2016m1,-.6429677
2016m2,-.3539712
2016m3,-.0590894
2016m4,.3360107
