date,cat_health_conditions
2008m1,-.2090595
2008m2,.232405
2008m3,.4636072
2008m4,.3151779
2008m5,-.0885377
2008m6,-.3274979
2008m7,-.3890814
2008m8,-.349166
2008m9,-.1142559
2008m10,.0068846
2008m11,.0356726
2008m12,-.0332107
2009m1,-.0067582
2009m2,.3383288
2009m3,.5476199
2009m4,.5138135
2009m5,.0761017
2009m6,-.2958101
2009m7,-.5048323
2009m8,-.1717579
2009m9,.635456
2009m10,1.405396
2009m11,1.642145
2009m12,1.575596
2010m1,1.542039
2010m2,1.864803
2010m3,2.102398
2010m4,2.013497
2010m5,1.38775
2010m6,.9518464
2010m7,.7868881
2010m8,.8408656
2010m9,1.186939
2010m10,1.340669
2010m11,1.111746
2010m12,.4684544
2011m1,.0582204
2011m2,.1974584
2011m3,.4971106
2011m4,.5582143
2011m5,.2446608
2011m6,-.0290391
2011m7,-.1473421
2011m8,-.1215436
2011m9,.1185751
2011m10,.2863629
2011m11,.3125292
2011m12,.078342
2012m1,.1279684
2012m2,.3742762
2012m3,.5316454
2012m4,.5405269
2012m5,.2221954
2012m6,-.1256572
2012m7,-.2084967
2012m8,-.0789853
2012m9,.2769489
2012m10,.3332907
2012m11,-.0063368
2012m12,-.5609621
2013m1,-.6231346
2013m2,-.2474353
2013m3,.0870465
2013m4,.2341538
2013m5,-.0573706
2013m6,-.4213974
2013m7,-.6151911
2013m8,-.6233947
2013m9,-.3947562
2013m10,-.1055994
2013m11,-.1686132
2013m12,-.5472416
2014m1,-.6669842
2014m2,-.5230014
2014m3,-.2899576
2014m4,-.2862307
2014m5,-.6705964
2014m6,-.9681146
2014m7,-1.084221
2014m8,-.9662331
2014m9,-.5738437
2014m10,-.3232209
2014m11,-.3090786
2014m12,-.5057122
2015m1,-.4358296
2015m2,-.0805238
2015m3,.0935754
2015m4,.0447689
2015m5,-.2271491
2015m6,-.3220861
2015m7,-.1749837
2015m8,-.0119921
2015m9,.135784
2015m10,-.2843758
2015m11,-1.132013
2015m12,-1.973494
2016m1,-2.340547
2016m2,-2.48325
2016m3,-2.349811
2016m4,-2.184039
