date,cat_health_conditions
2008m1,.5968781
2008m2,1.159791
2008m3,1.451497
2008m4,1.31622
2008m5,.7297244
2008m6,-.1172121
2008m7,-.6647063
2008m8,-.6286649
2008m9,.0241513
2008m10,.6216221
2008m11,.7380599
2008m12,.5527985
2009m1,.5047003
2009m2,.8390932
2009m3,1.251058
2009m4,1.279055
2009m5,.7804832
2009m6,.1153973
2009m7,-.3729048
2009m8,-.3874873
2009m9,.1987382
2009m10,.9707652
2009m11,1.394224
2009m12,1.414645
2010m1,1.409176
2010m2,1.665984
2010m3,1.780458
2010m4,1.57369
2010m5,.8658001
2010m6,.0293665
2010m7,-.4201607
2010m8,-.3569885
2010m9,.2343733
2010m10,.763245
2010m11,.7553335
2010m12,.2099354
2011m1,-.2862056
2011m2,-.2697566
2011m3,-.0653848
2011m4,-.1309854
2011m5,-.5268314
2011m6,-1.222291
2011m7,-1.736902
2011m8,-1.745548
2011m9,-1.199074
2011m10,-.5886759
2011m11,-.21847
2011m12,-.1349649
2012m1,.1098642
2012m2,.4731455
2012m3,.6531211
2012m4,.4087234
2012m5,-.2188372
2012m6,-.9881681
2012m7,-1.441169
2012m8,-1.416102
2012m9,-1.099879
2012m10,-.908174
2012m11,-.8671991
2012m12,-.8035451
2013m1,-.5382378
2013m2,-.1173808
2013m3,.2348502
2013m4,.2846823
2013m5,-.187038
2013m6,-.8860217
2013m7,-1.234044
2013m8,-1.12939
2013m9,-.5999648
2013m10,-.2097313
2013m11,-.256646
2013m12,-.4985776
2014m1,-.4656976
2014m2,-.1180826
2014m3,.2512814
2014m4,.2443595
2014m5,-.199546
2014m6,-.8134286
2014m7,-1.152701
2014m8,-1.001704
2014m9,-.4200542
2014m10,.0289892
2014m11,-.0018476
2014m12,-.1984574
2015m1,-.1768084
2015m2,.1273264
2015m3,.4761727
2015m4,.455635
2015m5,-.0411729
2015m6,-.7266311
2015m7,-1.192559
2015m8,-1.149245
2015m9,-.53469
2015m10,.0851108
2015m11,.3433777
2015m12,.3974299
2016m1,.5016787
2016m2,.726437
2016m3,.8499895
2016m4,.7875082
