date,swb_stress
2008m1,-.8429431
2008m2,-.9689282
2008m3,-1.069629
2008m4,-1.05029
2008m5,-1.102656
2008m6,-1.189338
2008m7,-1.182113
2008m8,-.7878567
2008m9,-.3065617
2008m10,.259556
2008m11,.6945136
2008m12,.9972102
2009m1,1.358111
2009m2,1.560539
2009m3,1.569036
2009m4,1.229339
2009m5,.63118
2009m6,.3854319
2009m7,.3384255
2009m8,.5208989
2009m9,1.077242
2009m10,1.541243
2009m11,1.569997
2009m12,1.400887
2010m1,1.119537
2010m2,1.027296
2010m3,.91728
2010m4,.6022417
2010m5,.0922737
2010m6,-.0778883
2010m7,.3753397
2010m8,1.056956
2010m9,1.745412
2010m10,2.16003
2010m11,2.005149
2010m12,1.380546
2011m1,.3589029
2011m2,-.1155412
2011m3,-.1590504
2011m4,-.2521712
2011m5,-.6002821
2011m6,-.7596544
2011m7,-.3928777
2011m8,.4517612
2011m9,1.306343
2011m10,1.665902
2011m11,1.158846
2011m12,.409889
2012m1,-.1610473
2012m2,-.361868
2012m3,-.4268029
2012m4,-.3910878
2012m5,-.4681193
2012m6,-.4504082
2012m7,-.0780658
2012m8,.5773152
2012m9,1.12799
2012m10,1.355529
2012m11,1.051724
2012m12,.6451955
2013m1,.1113635
2013m2,-.137008
2013m3,-.3234869
2013m4,-.5329121
2013m5,-.7095159
2013m6,-.6525053
2013m7,-.1573066
2013m8,.57702
2013m9,1.373846
2013m10,1.806795
2013m11,1.527982
2013m12,.9849881
2014m1,.4016282
2014m2,.0744083
2014m3,-.1912641
2014m4,-.4335278
2014m5,-.677587
2014m6,-.6395513
2014m7,-.1450474
2014m8,.560226
2014m9,1.080956
2014m10,1.191499
2014m11,.8545908
2014m12,.4488322
2015m1,.108198
2015m2,.106722
2015m3,.2648293
2015m4,.0878945
2015m5,-.3793062
2015m6,-.5877962
2015m7,-.3636631
2015m8,.2953053
2015m9,1.014864
2015m10,1.276324
2015m11,1.053032
2015m12,.6952317
2016m1,.337447
2016m2,.2593766
2016m3,.5369061
2016m4,1.038301
