date,cat_job_growth
2008m1,1.584
2008m2,1.42234
2008m3,1.364926
2008m4,1.101701
2008m5,.8645166
2008m6,.6419197
2008m7,.4455665
2008m8,.3971516
2008m9,.5851801
2008m10,.7489954
2008m11,.6872304
2008m12,.7285531
2009m1,.9873342
2009m2,1.160487
2009m3,1.178742
2009m4,1.094981
2009m5,.8187095
2009m6,.729808
2009m7,.7133151
2009m8,.4749126
2009m9,.4467831
2009m10,.7024677
2009m11,.7476603
2009m12,.5820512
2010m1,.4718442
2010m2,.5045231
2010m3,.636678
2010m4,.6853128
2010m5,.4164506
2010m6,.1754691
2010m7,.1098124
2010m8,.2655299
2010m9,.5298007
2010m10,.7596354
2010m11,.8432552
2010m12,.6518472
2011m1,.6173311
2011m2,.5416436
2011m3,.3326231
2011m4,.0395197
2011m5,-.4565579
2011m6,-.8874758
2011m7,-1.199582
2011m8,-1.296847
2011m9,-1.304668
2011m10,-1.179334
2011m11,-1.070406
2011m12,-1.136719
2012m1,-1.043019
2012m2,-.875645
2012m3,-.9241605
2012m4,-1.031377
2012m5,-1.181611
2012m6,-1.342655
2012m7,-1.472717
2012m8,-1.660491
2012m9,-1.635443
2012m10,-1.351591
2012m11,-.7237791
2012m12,-.1449477
2013m1,.0132611
2013m2,-.0976328
2013m3,-.3808971
2013m4,-.4925526
2013m5,-.2510121
2013m6,.4383198
2013m7,1.201681
2013m8,1.187367
2013m9,1.104026
2013m10,1.139691
2013m11,1.22962
2013m12,1.157739
2014m1,.8098271
2014m2,.7281047
2014m3,.8003266
2014m4,.8045284
2014m5,.8653915
2014m6,.7672677
2014m7,.1214117
2014m8,-.628054
2014m9,-1.065244
2014m10,-1.196319
2014m11,-1.148273
2014m12,-1.021791
2015m1,-.7190371
2015m2,-.5350664
2015m3,-.4112022
2015m4,-.3289385
2015m5,-.5667969
2015m6,-.8380638
2015m7,-1.015624
2015m8,-1.13308
2015m9,-1.015858
2015m10,-.9614254
2015m11,-.8671178
2015m12,-.6437151
2016m1,-.5293046
2016m2,-.5217648
2016m3,-.7534888
2016m4,-1.117887
