date,swb_sadness
2008m1,-.2636424
2008m2,-.2650229
2008m3,-.2217175
2008m4,-.1611248
2008m5,-.1530192
2008m6,-.3905531
2008m7,-.5474674
2008m8,-.5493478
2008m9,-.3478896
2008m10,.1383436
2008m11,1.026743
2008m12,2.008672
2009m1,2.505285
2009m2,2.344595
2009m3,1.712907
2009m4,1.182708
2009m5,.7646824
2009m6,.3054023
2009m7,-.0281145
2009m8,-.1643308
2009m9,-.3630223
2009m10,-.3672256
2009m11,-.107941
2009m12,-.2585442
2010m1,-.6051146
2010m2,-.7223726
2010m3,-1.148927
2010m4,-1.469849
2010m5,-1.560638
2010m6,-1.379394
2010m7,-1.098852
2010m8,-1.080053
2010m9,-.9890241
2010m10,-.555787
2010m11,-.0803245
2010m12,.0125141
2011m1,-.3517197
2011m2,-.6927553
2011m3,-.8752899
2011m4,-.9638469
2011m5,-.9838085
2011m6,-.9253863
2011m7,-.9541929
2011m8,-1.00101
2011m9,-1.027784
2011m10,-.792119
2011m11,-.4385476
2011m12,-.2626058
2012m1,-.4891007
2012m2,-.7393355
2012m3,-.9493552
2012m4,-1.099973
2012m5,-1.327939
2012m6,-1.372751
2012m7,-1.069536
2012m8,-.9273189
2012m9,-.6916344
2012m10,-.2307039
2012m11,.268761
2012m12,.6643427
2013m1,.2587151
2013m2,-.5307159
2013m3,-1.131464
2013m4,-1.384779
2013m5,-1.444676
2013m6,-1.523085
2013m7,-1.448282
2013m8,-1.347542
2013m9,-1.313879
2013m10,-1.223867
2013m11,-1.038764
2013m12,-.8816847
2014m1,-1.050096
2014m2,-1.339348
2014m3,-1.527912
2014m4,-1.678625
2014m5,-1.794598
2014m6,-1.681996
2014m7,-1.51941
2014m8,-1.427913
2014m9,-1.296902
2014m10,-1.149809
2014m11,-.9642682
2014m12,-.8926328
2015m1,-.9984812
2015m2,-1.269473
2015m3,-1.561929
2015m4,-1.817509
2015m5,-1.889676
2015m6,-1.891452
2015m7,-1.754768
2015m8,-1.483702
2015m9,-1.190755
2015m10,-.857493
2015m11,-.5771999
2015m12,-.6562526
2016m1,-1.262979
2016m2,-1.604939
2016m3,-1.58604
2016m4,-1.522562
