region,date,mal_etre
Bretagne,2013m1,-.60706693
Bretagne,2013m2,-.30165178
Bretagne,2013m3,-.41283748
Bretagne,2013m4,-.66248405
Bretagne,2013m5,-.69898224
Bretagne,2013m6,-.84132957
Bretagne,2013m7,-1.0537144
Bretagne,2013m8,-.81981504
Bretagne,2013m9,-.077041306
Bretagne,2013m10,-.3824538
Bretagne,2013m11,-.23167276
Bretagne,2013m12,-.58941907
Bretagne,2014m1,.15011695
Bretagne,2014m2,-.1538776
Bretagne,2014m3,.020519275
Bretagne,2014m4,-.1015932
Bretagne,2014m5,-.38778278
Bretagne,2014m6,-.70161581
Bretagne,2014m7,-.78666103
Bretagne,2014m8,-.37587196
Bretagne,2014m9,.13426882
Bretagne,2014m10,-.062000118
Bretagne,2014m11,.052508801
Bretagne,2014m12,-.4259569
Bretagne,2015m1,.028725492
Bretagne,2015m2,.30331334
Bretagne,2015m3,.11811376
Bretagne,2015m4,-.12988186
Bretagne,2015m5,-.038305279
Bretagne,2015m6,.032726794
Bretagne,2015m7,-.29668123
Bretagne,2015m8,-.066818237
Bretagne,2015m9,.31040078
Bretagne,2015m10,.24360058
Bretagne,2015m11,.14793505
Bretagne,2015m12,-.03871588
Bretagne,2016m1,.6166662
Bretagne,2016m2,.56654686
Bretagne,2016m3,1.0400229
Bretagne,2016m4,.52897793
Bretagne,2016m5,.46521294
Bretagne,2016m6,.14167294
Bretagne,2016m7,-.16834949
Bretagne,2016m8,.24791576
Bretagne,2016m9,.79521197
Bretagne,2016m10,.90231931
Bretagne,2016m11,.85941297
Bretagne,2016m12,.36494011
Bretagne,2017m1,.8533777
Bretagne,2017m2,.86340827
Bretagne,2017m3,.99326319
