date,cat_health_worries
2011m1,1.968378
2011m2,1.693801
2011m3,1.251255
2011m4,1.041108
2011m5,1.077598
2011m6,1.133248
2011m7,1.126077
2011m8,1.162319
2011m9,1.105006
2011m10,1.040162
2011m11,.9890516
2011m12,.9581138
2012m1,1.037482
2012m2,1.17002
2012m3,1.199844
2012m4,1.041646
2012m5,.953316
2012m6,.8623721
2012m7,.8377596
2012m8,.860917
2012m9,.913951
2012m10,.9542431
2012m11,.8101704
2012m12,.7564588
2013m1,.8717594
2013m2,.8582145
2013m3,.7888425
2013m4,.6824394
2013m5,.5107186
2013m6,.139968
2013m7,-.4208063
2013m8,-.7830724
2013m9,-.9326358
2013m10,-.9493014
2013m11,-.9080249
2013m12,-.7985823
2014m1,-.6756849
2014m2,-.6482136
2014m3,-.7147967
2014m4,-.7943991
2014m5,-.8860646
2014m6,-1.012717
2014m7,-1.006104
2014m8,-.9306604
2014m9,-.9030221
2014m10,-.9460087
2014m11,-.9898483
2014m12,-.9878435
2015m1,-.8966675
2015m2,-.798995
2015m3,-.7731632
2015m4,-.8026742
2015m5,-.7604165
2015m6,-.7273938
2015m7,-.7422037
2015m8,-.7701643
2015m9,-.8549153
2015m10,-1.020964
2015m11,-1.177495
2015m12,-1.171137
2016m1,-1.093978
2016m2,-1.034357
2016m3,-.9944077
2016m4,-.8895225
