region,date,economic
Alsace,2013m1,.0316017531856362
Alsace,2013m2,-.1182865708002022
Alsace,2013m3,.2311195214944226
Alsace,2013m4,-.3794337757197874
Alsace,2013m5,-.2570204111481352
Alsace,2013m6,-.2336117678454944
Alsace,2013m7,-.5619160034028547
Alsace,2013m8,-.7918281744101218
Alsace,2013m9,.063002600733723
Alsace,2013m10,.022885798576421
Alsace,2013m11,-.1562863380781242
Alsace,2013m12,-1.018007032573223
Alsace,2014m1,.3449900726388608
Alsace,2014m2,.7063100678580148
Alsace,2014m3,.3430373762135527
Alsace,2014m4,-.5690577096704926
Alsace,2014m5,-.0730215848556587
Alsace,2014m6,.3824702969619206
Alsace,2014m7,-.0268834635083164
Alsace,2014m8,.0301615034695715
Alsace,2014m9,.9382215933874249
Alsace,2014m10,.8287453034094402
Alsace,2014m11,.541788785119674
Alsace,2014m12,-1.004040122032166
Alsace,2015m1,1.056962678574824
Alsace,2015m2,1.491970720035689
Alsace,2015m3,1.150393300024527
Alsace,2015m4,.7237907137189593
Alsace,2015m5,.2520839796800698
Alsace,2015m6,.6003245447895357
Alsace,2015m7,.1949239514235939
Alsace,2015m8,.1327303647994995
Alsace,2015m9,.9061522686055729
Alsace,2015m10,.8475536230419364
Alsace,2015m11,.1744991725842868
Alsace,2015m12,-.5612119069056851
Alsace,2016m1,1.359718048146793
Alsace,2016m2,1.395369283056685
Alsace,2016m3,.6241884045302868
Alsace,2016m4,.5168083876903568
Alsace,2016m5,.2839700004884175
Alsace,2016m6,
