date,cat_family_stress
2011m1,.7054835
2011m2,.4024355
2011m3,.4080783
2011m4,.6486414
2011m5,1.158134
2011m6,1.51969
2011m7,1.619005
2011m8,1.362042
2011m9,.6681878
2011m10,.0822522
2011m11,-.5486547
2011m12,-.8712365
2012m1,-.7789265
2012m2,-.7071694
2012m3,-.6506156
2012m4,-.2840501
2012m5,.2911612
2012m6,.7501687
2012m7,.8138888
2012m8,.5540426
2012m9,-.0352492
2012m10,-.6811134
2012m11,-1.17477
2012m12,-1.10464
2013m1,-.2903946
2013m2,.2940343
2013m3,.3196963
2013m4,.3505228
2013m5,.3496809
2013m6,.4099319
2013m7,.5414246
2013m8,.359401
2013m9,-.3327705
2013m10,-1.011064
2013m11,-1.547323
2013m12,-1.482078
2014m1,-.7022474
2014m2,-.1745325
2014m3,-.1537465
2014m4,-.0699348
2014m5,.2631882
2014m6,.7733324
2014m7,.9378449
2014m8,.6494516
2014m9,-.0636661
2014m10,-.8849034
2014m11,-1.499349
2014m12,-1.411282
2015m1,-.5942933
2015m2,.0708865
2015m3,.4229581
2015m4,.3621287
2015m5,.3077591
2015m6,.4225481
2015m7,.6994493
2015m8,.5959181
2015m9,.1239787
2015m10,-.3559441
2015m11,-.8314302
2015m12,-.9229627
2016m1,-.5237477
2016m2,-.1209733
2016m3,.1898344
2016m4,.3818889
