date,swb_stress
2011m1,-.9994074
2011m2,-.5711136
2011m3,-.7870417
2011m4,-1.171971
2011m5,-1.124369
2011m6,-.6156387
2011m7,-.3399147
2011m8,.3658639
2011m9,1.051557
2011m10,1.279946
2011m11,.890327
2011m12,.1810073
2012m1,-.1441643
2012m2,-.283436
2012m3,-.5659127
2012m4,-.910212
2012m5,-.9259033
2012m6,-.7244345
2012m7,-.4225456
2012m8,.0740958
2012m9,.562952
2012m10,.3883812
2012m11,-.0858762
2012m12,-.6855739
2013m1,-.9984475
2013m2,-1.056019
2013m3,-1.150831
2013m4,-1.484641
2013m5,-1.6617
2013m6,-1.701384
2013m7,-1.371932
2013m8,-.8923814
2013m9,-.6562117
2013m10,-.6797113
2013m11,-.9464731
2013m12,-1.008017
2014m1,-.6513802
2014m2,-.3801563
2014m3,-.5168081
2014m4,-.9084927
2014m5,-1.282924
2014m6,-1.481652
2014m7,-1.142194
2014m8,-.7212889
2014m9,-.5016722
2014m10,-.8969455
2014m11,-1.521574
2014m12,-1.706249
2015m1,-1.539404
2015m2,-1.512957
2015m3,-1.467716
2015m4,-1.540833
2015m5,-1.931457
2015m6,-2.185259
2015m7,-1.862129
2015m8,-1.184654
2015m9,-.4622645
2015m10,-.3526504
2015m11,-.7773002
2015m12,-1.309653
2016m1,-1.373459
2016m2,-1.416916
2016m3,-1.515328
2016m4,-1.721532
