date,swb_job_satisfaction
2011m1,2.11266
2011m2,1.197047
2011m3,.5282608
2011m4,.2449506
2011m5,.1723191
2011m6,.2289521
2011m7,.243345
2011m8,.0216781
2011m9,-.1982378
2011m10,-.0543134
2011m11,.1918123
2011m12,.6213186
2012m1,.8227959
2012m2,.5382553
2012m3,.1782664
2012m4,-.0714807
2012m5,-.3222805
2012m6,-.6518333
2012m7,-.5496179
2012m8,.0032133
2012m9,.3484624
2012m10,.6409093
2012m11,.5879126
2012m12,.3425177
2013m1,.2875989
2013m2,-.0563674
2013m3,-.478545
2013m4,-.7802444
2013m5,-.849595
2013m6,-.5429838
2013m7,-.1785122
2013m8,.0223823
2013m9,-.2560483
2013m10,-.5442595
2013m11,-.5062263
2013m12,.1087476
2014m1,.6834787
2014m2,.6036119
2014m3,.3048491
2014m4,-.0467925
2014m5,-.3954641
2014m6,-.4919408
2014m7,-.5539418
2014m8,-.7567266
2014m9,-.8813823
2014m10,-.8833085
2014m11,-.923094
2014m12,-.8692904
2015m1,-.9835939
2015m2,-1.489259
2015m3,-1.859806
2015m4,-2.049878
2015m5,-2.158775
2015m6,-2.024163
2015m7,-1.791151
2015m8,-1.750117
2015m9,-1.50166
2015m10,-1.311469
2015m11,-1.181725
2015m12,-.7214966
2016m1,-.3058686
2016m2,-.300572
2016m3,-.5927343
2016m4,-1.087914
