date,cat_job_growth
2011m1,-.6642512
2011m2,-.4398141
2011m3,.0601379
2011m4,.5267245
2011m5,.5221052
2011m6,.4785202
2011m7,.5439004
2011m8,.6215349
2011m9,.3764433
2011m10,.0896036
2011m11,-.2021617
2011m12,-.8681209
2012m1,-1.09745
2012m2,-.6409939
2012m3,.131064
2012m4,.6849315
2012m5,.4577016
2012m6,.0553879
2012m7,-.1012085
2012m8,-.2285377
2012m9,.0693128
2012m10,.2275128
2012m11,.106032
2012m12,.1043001
2013m1,.4137524
2013m2,.8889172
2013m3,.7569603
2013m4,.4822854
2013m5,-.2337355
2013m6,-.9112289
2013m7,-1.080824
2013m8,-1.044516
2013m9,-.9728667
2013m10,-1.054973
2013m11,-1.156091
2013m12,-1.159614
2014m1,-.5879449
2014m2,.3581909
2014m3,.7110445
2014m4,.5743918
2014m5,-.0113659
2014m6,-.5655807
2014m7,-.9819055
2014m8,-.94111
2014m9,-.3223968
2014m10,.2504754
2014m11,.1730132
2014m12,-.2022168
2015m1,-.3476227
2015m2,-.0167968
2015m3,.1291321
2015m4,-.215628
2015m5,-.6130809
2015m6,-.5331929
2015m7,-.328747
2015m8,-.0108175
2015m9,.5722696
2015m10,.8926236
2015m11,1.109586
2015m12,1.108989
2016m1,.9335093
2016m2,1.113461
2016m3,1.161399
2016m4,.8495795
