date,cat_family_stress
2011m1,.7718072
2011m2,.4617873
2011m3,.4017341
2011m4,.6087237
2011m5,.9955231
2011m6,1.297722
2011m7,1.399509
2011m8,1.31515
2011m9,.9267274
2011m10,.2496736
2011m11,-.3442782
2011m12,-.545245
2012m1,-.2052504
2012m2,-.0387798
2012m3,.2145919
2012m4,.5436308
2012m5,.8807711
2012m6,1.23962
2012m7,1.461467
2012m8,1.242332
2012m9,.613952
2012m10,-.2078756
2012m11,-.9111833
2012m12,-1.084694
2013m1,-.6715983
2013m2,-.5958355
2013m3,-.6039617
2013m4,-.4235362
2013m5,-.201661
2013m6,.1266298
2013m7,.3142306
2013m8,.3171845
2013m9,-.1215247
2013m10,-.8149843
2013m11,-1.392972
2013m12,-1.518869
2014m1,-1.020369
2014m2,-.6204593
2014m3,-.4806278
2014m4,-.1564499
2014m5,.2326556
2014m6,.6022037
2014m7,.5536889
2014m8,.3207583
2014m9,.0266927
2014m10,-.3148252
2014m11,-.8094025
2014m12,-.9662429
2015m1,-.6756688
2015m2,-.4388165
2015m3,-6.36e-06
2015m4,.5192667
2015m5,.9916556
2015m6,1.380847
2015m7,1.236956
2015m8,.6887692
2015m9,-.0276164
2015m10,-.8057873
2015m11,-1.343415
2015m12,-1.401199
2016m1,-1.045549
2016m2,-.9428086
2016m3,-.7978986
2016m4,-.4068698
