date,cat_job_growth
2011m1,1.123594
2011m2,.6364723
2011m3,.374514
2011m4,.423461
2011m5,-.0991112
2011m6,-.7675826
2011m7,-.9287792
2011m8,-.4661057
2011m9,.2683703
2011m10,.5161723
2011m11,.3576618
2011m12,-.0793477
2012m1,-.2976905
2012m2,-.1289248
2012m3,.0311721
2012m4,-.1459067
2012m5,-.6942307
2012m6,-1.266099
2012m7,-1.36885
2012m8,-.860523
2012m9,-.181941
2012m10,.3436953
2012m11,.1751056
2012m12,-.3615917
2013m1,-.3510569
2013m2,.2167922
2013m3,.4841639
2013m4,.3636937
2013m5,.1263398
2013m6,.0049763
2013m7,-.0417282
2013m8,-.0027285
2013m9,.2205148
2013m10,.2838859
2013m11,-.0969998
2013m12,-.3539434
2014m1,-.0503256
2014m2,.4157273
2014m3,.5192878
2014m4,-.0243749
2014m5,-.5666352
2014m6,-.8531693
2014m7,-1.241102
2014m8,-1.377739
2014m9,-.958322
2014m10,-.3674601
2014m11,-.1046552
2014m12,.0050037
2015m1,.1421158
2015m2,.6142543
2015m3,1.216118
2015m4,1.170381
2015m5,.3305798
2015m6,-.3717469
2015m7,-.4567994
2015m8,-.2138024
2015m9,.1994234
2015m10,.5427256
2015m11,.6638442
2015m12,.6063938
2016m1,.9531878
2016m2,1.321473
2016m3,.7488358
2016m4,-.3206643
