date,cat_personal_security
2011m1,-.9029639
2011m2,-.6856148
2011m3,-.5212836
2011m4,-.4550068
2011m5,-.5313885
2011m6,-.7747415
2011m7,-.8770664
2011m8,-.8887323
2011m9,-.6962303
2011m10,-.702345
2011m11,-.6901872
2011m12,-.6532509
2012m1,-.6123679
2012m2,-.4780467
2012m3,-.3707145
2012m4,-.3870474
2012m5,-.5171507
2012m6,-.4893774
2012m7,-.3499
2012m8,-.504099
2012m9,-.4649855
2012m10,-.1919901
2012m11,.3960203
2012m12,1.171253
2013m1,1.526517
2013m2,1.670138
2013m3,1.872934
2013m4,1.922993
2013m5,.9195298
2013m6,-.0694699
2013m7,-.6796476
2013m8,-.8720998
2013m9,-.7314647
2013m10,-.4025126
2013m11,.1089881
2013m12,.5093211
2014m1,.4013
2014m2,.1229192
2014m3,-.2310395
2014m4,-.6261253
2014m5,-.9743429
2014m6,-.9849382
2014m7,-.7449957
2014m8,-.4464931
2014m9,-.1537605
2014m10,-.0264652
2014m11,.0902361
2014m12,.3124438
2015m1,.3886489
2015m2,.2680562
2015m3,.19308
2015m4,.1120256
2015m5,-.0520689
2015m6,-.1422085
2015m7,-.2471212
2015m8,-.279091
2015m9,.1053822
2015m10,.9525961
2015m11,1.826504
2015m12,1.887158
2016m1,1.212768
2016m2,.7205434
2016m3,.7445022
2016m4,.9724756
