happiness
-.1982449
-1.382633
.0253715
-.4590099
-1.256957
-.4555852
-.575416
-.5861632
-.0343756
-1.238501
-1.498546
-1.444954
-.5470574
-.559832
.4176005
.1236843
.1701621
.3860139
1.564616
1.277793
.4129781
-.619746
-1.723558
-.182104
.8908432
.5535342
1.023364
1.143178
.619209
.9099889
.1149843
-.0018626
.2717748
.026915
.0664991
.103186
-.3434338
-.1966165
.8629233
.7339941
-.3582052
.0683709
.9222013
1.629519
.120281
-.7032268
.1404841
-.0794732
.9228539
.5520588
.1653814
.6201919
.8325504
.1617117
1.73027
1.411358
.3096578
