date,cat_housing
2011m1,.6596875
2011m2,.5198076
2011m3,.4208783
2011m4,.1302543
2011m5,-.008211
2011m6,.1461054
2011m7,.4796334
2011m8,.9652976
2011m9,1.112163
2011m10,1.056333
2011m11,.4343595
2011m12,.0974498
2012m1,.5924351
2012m2,1.237813
2012m3,1.369629
2012m4,1.147663
2012m5,1.076208
2012m6,1.233013
2012m7,1.276714
2012m8,1.031125
2012m9,.7834919
2012m10,.5120314
2012m11,.140085
2012m12,-.197002
2013m1,-.2508702
2013m2,-.1519367
2013m3,.1453542
2013m4,.4505758
2013m5,.7583616
2013m6,.8852777
2013m7,.5083041
2013m8,-.1455193
2013m9,-.7298269
2013m10,-1.142512
2013m11,-1.420813
2013m12,-1.501605
2014m1,-1.206066
2014m2,-.9194958
2014m3,-.7989665
2014m4,-.7875131
2014m5,-.7876368
2014m6,-.8020865
2014m7,-.9067678
2014m8,-1.036408
2014m9,-1.082049
2014m10,-1.018498
2014m11,-1.049503
2014m12,-.7852244
2015m1,-.1684778
2015m2,.2164386
2015m3,.3371713
2015m4,.2490631
2015m5,.1044691
2015m6,.0045162
2015m7,-.1673234
2015m8,-.4528739
2015m9,-.8580143
2015m10,-1.21146
2015m11,-1.360606
2015m12,-1.239379
2016m1,-.7340255
2016m2,-.0143171
2016m3,.8188643
2016m4,2.034414
