date,cat_civic_engagement
2011m1,-.0253346
2011m2,.5154076
2011m3,.9104064
2011m4,.7130383
2011m5,.0818701
2011m6,-.6664209
2011m7,-.9637638
2011m8,-.8196645
2011m9,.0033729
2011m10,.6645437
2011m11,.6989841
2011m12,.575901
2012m1,.8236945
2012m2,.9389877
2012m3,.6228401
2012m4,.0272013
2012m5,-.5029425
2012m6,-1.002598
2012m7,-1.133362
2012m8,-.8361953
2012m9,-.192423
2012m10,.1735801
2012m11,.2295628
2012m12,.1136534
2013m1,.2238614
2013m2,.4381728
2013m3,.5397544
2013m4,.2371731
2013m5,-.3668619
2013m6,-1.133315
2013m7,-1.522138
2013m8,-1.178967
2013m9,-.2177905
2013m10,.4004889
2013m11,.1992718
2013m12,-.3808039
2014m1,-.5340236
2014m2,-.267067
2014m3,-.0859254
2014m4,-.208038
2014m5,-.719897
2014m6,-1.219656
2014m7,-1.195908
2014m8,-.8534946
2014m9,.1478963
2014m10,.7742883
2014m11,.747546
2014m12,.2588363
2015m1,-.0467375
2015m2,.0036573
2015m3,.3649426
2015m4,.4464537
2015m5,.2133682
2015m6,-.2062193
2015m7,-.5824428
2015m8,-.44005
2015m9,.365815
2015m10,.9370664
2015m11,1.146749
2015m12,1.046842
2016m1,.7344595
2016m2,.6282799
2016m3,.4197414
2016m4,-.0656672
