date,cat_summer_leisure
2008m1,-.3653934
2008m2,.2234459
2008m3,.84428
2008m4,1.44004
2008m5,1.890305
2008m6,1.819939
2008m7,1.291242
2008m8,.5375133
2008m9,-.1701476
2008m10,-.6576133
2008m11,-.9147652
2008m12,-.8805935
2009m1,-.5506235
2009m2,-.0458488
2009m3,.5535824
2009m4,1.082685
2009m5,1.487388
2009m6,1.516125
2009m7,1.057212
2009m8,.4670906
2009m9,-.019612
2009m10,-.3532223
2009m11,-.5898559
2009m12,-.6499803
2010m1,-.3867783
2010m2,.1211096
2010m3,.8900646
2010m4,1.632661
2010m5,2.161283
2010m6,2.204727
2010m7,1.595582
2010m8,.8036904
2010m9,.1217637
2010m10,-.4138597
2010m11,-.8061677
2010m12,-.9469267
2011m1,-.7821644
2011m2,-.3116973
2011m3,.2385003
2011m4,.7308705
2011m5,1.128277
2011m6,1.187363
2011m7,.7217194
2011m8,.0312968
2011m9,-.5132216
2011m10,-.858936
2011m11,-1.096561
2011m12,-1.118659
2012m1,-.8380321
2012m2,-.3675465
2012m3,.2359708
2012m4,.7741001
2012m5,1.125571
2012m6,1.078134
2012m7,.5932439
2012m8,-.0325731
2012m9,-.5781239
2012m10,-1.023231
2012m11,-1.328095
2012m12,-1.347944
2013m1,-1.066003
2013m2,-.6200951
2013m3,-.110814
2013m4,.3676144
2013m5,.6967753
2013m6,.6619194
2013m7,.2230184
2013m8,-.2515683
2013m9,-.6864659
2013m10,-1.036147
2013m11,-1.311695
2013m12,-1.381441
2014m1,-1.185029
2014m2,-.7500259
2014m3,-.2049014
2014m4,.2535765
2014m5,.6594433
2014m6,.7228745
2014m7,.3604868
2014m8,-.2126317
2014m9,-.6907113
2014m10,-1.036303
2014m11,-1.240215
2014m12,-1.246322
2015m1,-1.00935
2015m2,-.6015826
2015m3,-.0345269
2015m4,.5286177
2015m5,.9395661
2015m6,.8471115
2015m7,.3764899
2015m8,-.1972178
2015m9,-.6912986
2015m10,-1.049047
2015m11,-1.300022
2015m12,-1.337341
2016m1,-1.107359
2016m2,-.6441303
2016m3,-.0012075
2016m4,.7273533
