date,cat_health_conditions
2008m1,-1.31211
2008m2,-.8077248
2008m3,-.6286221
2008m4,-.6390349
2008m5,-.9725183
2008m6,-1.305387
2008m7,-1.569307
2008m8,-1.470947
2008m9,-.9707726
2008m10,-.5715891
2008m11,-.5301343
2008m12,-.83261
2009m1,-.8952304
2009m2,-.5557329
2009m3,-.3538768
2009m4,-.5477759
2009m5,-1.087754
2009m6,-1.568794
2009m7,-1.765141
2009m8,-1.321933
2009m9,-.3752748
2009m10,.6600145
2009m11,1.001434
2009m12,1.025609
2010m1,1.19718
2010m2,1.744682
2010m3,2.013216
2010m4,1.708908
2010m5,1.088748
2010m6,.4423589
2010m7,-.0862068
2010m8,-.0574395
2010m9,.3902422
2010m10,.4867897
2010m11,.3457506
2010m12,.0091264
2011m1,.0804171
2011m2,.4352407
2011m3,.5775386
2011m4,.3119011
2011m5,-.2151042
2011m6,-.5524874
2011m7,-.6951432
2011m8,-.4162844
2011m9,.2190713
2011m10,.7522304
2011m11,.663339
2011m12,.1727783
2012m1,.148214
2012m2,.6083211
2012m3,.8819628
2012m4,.6654974
2012m5,-.0284323
2012m6,-.5291533
2012m7,-.6906023
2012m8,-.3566251
2012m9,.2587397
2012m10,.6481273
2012m11,.3686391
2012m12,-.0495959
2013m1,-.0636955
2013m2,.2880307
2013m3,.3855401
2013m4,.3456258
2013m5,-.0137083
2013m6,-.4266799
2013m7,-.7290007
2013m8,-.6625012
2013m9,-.2018535
2013m10,.0667198
2013m11,-.1547944
2013m12,-.5093111
2014m1,-.4729633
2014m2,-.0495829
2014m3,.1244011
2014m4,.0783292
2014m5,-.2669119
2014m6,-.4699329
2014m7,-.5209149
2014m8,-.3283691
2014m9,.2509263
2014m10,.583628
2014m11,.5276425
2014m12,.2515157
2015m1,.2257977
2015m2,.5109677
2015m3,.7479717
2015m4,.6527517
2015m5,-.0168425
2015m6,-.2400945
2015m7,-.243455
2015m8,-.0277796
2015m9,.5276174
2015m10,.9065604
2015m11,.7620646
2015m12,.4463261
2016m1,.4697459
2016m2,.70997
2016m3,.749737
2016m4,.6397888
