region,date,solidarite
Basse-Normandie,2013m1,.50043261
Basse-Normandie,2013m2,.57679641
Basse-Normandie,2013m3,.021400919
Basse-Normandie,2013m4,.29752132
Basse-Normandie,2013m5,.35460237
Basse-Normandie,2013m6,.085335046
Basse-Normandie,2013m7,-.85865581
Basse-Normandie,2013m8,-1.0075977
Basse-Normandie,2013m9,.039602697
Basse-Normandie,2013m10,.29398963
Basse-Normandie,2013m11,.39798746
Basse-Normandie,2013m12,-.32645404
Basse-Normandie,2014m1,-.23931669
Basse-Normandie,2014m2,-.18900624
Basse-Normandie,2014m3,.073163696
Basse-Normandie,2014m4,.11954917
Basse-Normandie,2014m5,.25493285
Basse-Normandie,2014m6,-.20658992
Basse-Normandie,2014m7,-.80267215
Basse-Normandie,2014m8,-.51350904
Basse-Normandie,2014m9,.20101939
Basse-Normandie,2014m10,.18304837
Basse-Normandie,2014m11,.23966704
Basse-Normandie,2014m12,-.40336344
Basse-Normandie,2015m1,.25910291
Basse-Normandie,2015m2,-.0043821307
Basse-Normandie,2015m3,.46313745
Basse-Normandie,2015m4,-.081325233
Basse-Normandie,2015m5,.073960103
Basse-Normandie,2015m6,-.22441353
Basse-Normandie,2015m7,-.74399799
Basse-Normandie,2015m8,-.42845473
Basse-Normandie,2015m9,.38198125
Basse-Normandie,2015m10,.38351753
Basse-Normandie,2015m11,.14373639
Basse-Normandie,2015m12,-.26458976
Basse-Normandie,2016m1,.30180913
Basse-Normandie,2016m2,.10577356
Basse-Normandie,2016m3,.46873298
Basse-Normandie,2016m4,.13151042
Basse-Normandie,2016m5,.43366212
Basse-Normandie,2016m6,-.04491505
Basse-Normandie,2016m7,-.82626092
Basse-Normandie,2016m8,-.63927853
Basse-Normandie,2016m9,.58588296
Basse-Normandie,2016m10,-.16066921
Basse-Normandie,2016m11,-.13200447
Basse-Normandie,2016m12,-.15348119
Basse-Normandie,2017m1,.58513743
Basse-Normandie,2017m2,.087258816
Basse-Normandie,2017m3,.66425043
