date,cat_family_stress
2011m1,.7093394
2011m2,.3144098
2011m3,.2269076
2011m4,.2411848
2011m5,.2344199
2011m6,.4836467
2011m7,.8013707
2011m8,.9026554
2011m9,.6843655
2011m10,.2658547
2011m11,-.313364
2011m12,-.5703269
2012m1,-.4979771
2012m2,-.4912722
2012m3,-.2249439
2012m4,.1308641
2012m5,.6206506
2012m6,1.124731
2012m7,1.401598
2012m8,1.056184
2012m9,.3732149
2012m10,-.2755154
2012m11,-.8241121
2012m12,-1.097522
2013m1,-.9204721
2013m2,-.7841918
2013m3,-.4676605
2013m4,.0063012
2013m5,.2101661
2013m6,.5418369
2013m7,.9232836
2013m8,.8466053
2013m9,.3165602
2013m10,-.3270454
2013m11,-.8370149
2013m12,-1.135455
2014m1,-1.103253
2014m2,-.9854017
2014m3,-.9583654
2014m4,-.8521001
2014m5,-.4916186
2014m6,.1452989
2014m7,.6980692
2014m8,.6094629
2014m9,.2875235
2014m10,-.1303172
2014m11,-.762148
2014m12,-1.204132
2015m1,-1.218472
2015m2,-1.234833
2015m3,-1.060934
2015m4,-.5610474
2015m5,.0629751
2015m6,1.203327
2015m7,1.998514
2015m8,1.923396
2015m9,1.076029
2015m10,.2056925
2015m11,-.30778
2015m12,-.4622801
2016m1,-.1342733
2016m2,-.0098082
2016m3,-.0705897
2016m4,-.3122108
