date,cat_job_growth
2008m1,1.939632
2008m2,1.75414
2008m3,1.607851
2008m4,1.406274
2008m5,1.048168
2008m6,.9028177
2008m7,1.038463
2008m8,1.027882
2008m9,1.129577
2008m10,1.311925
2008m11,1.178657
2008m12,1.500286
2009m1,1.78786
2009m2,1.81969
2009m3,1.512563
2009m4,1.123816
2009m5,.6783096
2009m6,.4631107
2009m7,.1632272
2009m8,.130355
2009m9,.4275844
2009m10,.8329126
2009m11,.7828859
2009m12,.6084641
2010m1,.6387223
2010m2,.7382035
2010m3,.7791522
2010m4,.6351764
2010m5,.2295107
2010m6,-.1201917
2010m7,-.3296118
2010m8,-.0926882
2010m9,.5107737
2010m10,.9054182
2010m11,.8924372
2010m12,.3929102
2011m1,-.0654541
2011m2,-.2627606
2011m3,-.2816067
2011m4,-.3313739
2011m5,-.5955945
2011m6,-.9650069
2011m7,-1.305774
2011m8,-1.343247
2011m9,-1.115745
2011m10,-.8832849
2011m11,-.6675457
2011m12,-.5675212
2012m1,-.4076118
2012m2,-.3033537
2012m3,-.3700226
2012m4,-.5287834
2012m5,-.9878062
2012m6,-1.427886
2012m7,-1.667363
2012m8,-1.608911
2012m9,-1.234257
2012m10,-.9882982
2012m11,-1.06087
2012m12,-1.039554
2013m1,-.8503086
2013m2,-.4494107
2013m3,-.1568063
2013m4,-.2356889
2013m5,-.5665661
2013m6,-.9789665
2013m7,-1.311814
2013m8,-1.293017
2013m9,-.9237432
2013m10,-.5630932
2013m11,-.4697368
2013m12,-.5711524
2014m1,-.5293602
2014m2,-.3503057
2014m3,-.1235501
2014m4,-.0458017
2014m5,-.3286188
2014m6,-.8428857
2014m7,-1.206528
2014m8,-1.17728
2014m9,-.7729109
2014m10,-.3093426
2014m11,-.0905208
2014m12,.0520016
2015m1,.414308
2015m2,.5980539
2015m3,.5800278
2015m4,.3108674
2015m5,-.1674528
2015m6,-.5652375
2015m7,-.7775089
2015m8,-.676926
2015m9,-.3191469
2015m10,.0221734
2015m11,.187099
2015m12,.2935618
2016m1,.4357384
2016m2,.6319775
2016m3,.7896429
2016m4,.9915958
