date,cat_summer_leisure
2011m1,-.9288706
2011m2,-.3337492
2011m3,.3248895
2011m4,.9916372
2011m5,1.54021
2011m6,1.806816
2011m7,1.551875
2011m8,.8162751
2011m9,-.000834
2011m10,-.630195
2011m11,-1.030065
2011m12,-1.127951
2012m1,-.92127
2012m2,-.4707202
2012m3,.1594362
2012m4,.7842606
2012m5,1.29385
2012m6,1.514086
2012m7,1.309537
2012m8,.7676629
2012m9,.0711207
2012m10,-.58753
2012m11,-1.091352
2012m12,-1.273381
2013m1,-1.136089
2013m2,-.7670113
2013m3,-.1820084
2013m4,.4384824
2013m5,.8578061
2013m6,1.060108
2013m7,.9682014
2013m8,.5604016
2013m9,-.0234933
2013m10,-.5858713
2013m11,-1.034336
2013m12,-1.263751
2014m1,-1.190664
2014m2,-.8761787
2014m3,-.3134592
2014m4,.34334
2014m5,.8900294
2014m6,1.16543
2014m7,1.01094
2014m8,.5297727
2014m9,-.1176231
2014m10,-.6881129
2014m11,-1.089218
2014m12,-1.223068
2015m1,-1.105424
2015m2,-.7675962
2015m3,-.1945288
2015m4,.5120456
2015m5,1.102095
2015m6,1.375211
2015m7,1.246765
2015m8,.7195522
2015m9,-.0459523
2015m10,-.7096884
2015m11,-1.126668
2015m12,-1.235516
2016m1,-1.097924
2016m2,-.7415817
2016m3,-.1977326
2016m4,.39758
