date,swb_anger
2008m1,-1.909697
2008m2,-.8692319
2008m3,-.2605841
2008m4,-.0087378
2008m5,.3585488
2008m6,1.072617
2008m7,1.636905
2008m8,1.656604
2008m9,1.374687
2008m10,1.25845
2008m11,1.101665
2008m12,.9270819
2009m1,1.033434
2009m2,1.22659
2009m3,1.462516
2009m4,1.38116
2009m5,1.542168
2009m6,1.791088
2009m7,2.068473
2009m8,1.987934
2009m9,1.251713
2009m10,.5511333
2009m11,.3378602
2009m12,.1389941
2010m1,-.0769808
2010m2,.5180969
2010m3,1.396832
2010m4,1.938812
2010m5,1.960896
2010m6,1.880936
2010m7,1.843999
2010m8,1.755621
2010m9,1.55519
2010m10,1.481953
2010m11,1.223286
2010m12,.9074789
2011m1,.0906589
2011m2,-.3283993
2011m3,-.3189263
2011m4,.0014304
2011m5,.2488295
2011m6,.4641767
2011m7,.7031588
2011m8,.6646524
2011m9,.5599335
2011m10,.5265782
2011m11,.1931252
2011m12,-.1003731
2012m1,-.5215937
2012m2,-.6962739
2012m3,-.619448
2012m4,-.467561
2012m5,-.459932
2012m6,-.3313965
2012m7,.2611454
2012m8,.93225
2012m9,1.334432
2012m10,1.370649
2012m11,.8554606
2012m12,.2908328
2013m1,-.2364145
2013m2,-.3338991
2013m3,-8.55e-06
2013m4,.4102877
2013m5,.7126314
2013m6,.8497009
2013m7,.970202
2013m8,1.12135
2013m9,1.428424
2013m10,1.524008
2013m11,1.104968
2013m12,.7356851
2014m1,.3189118
2014m2,.1348583
2014m3,.1953746
2014m4,.4629727
2014m5,.7216845
2014m6,1.066824
2014m7,1.296018
2014m8,1.374686
2014m9,1.289035
2014m10,1.191419
2014m11,.9682972
2014m12,.8164694
2015m1,.6050539
2015m2,.7392458
2015m3,1.139525
2015m4,1.474802
2015m5,1.618554
2015m6,1.855037
2015m7,2.158013
2015m8,2.238404
2015m9,2.117426
2015m10,1.88655
2015m11,1.395654
2015m12,1.0748
2016m1,.8119029
2016m2,.8500196
2016m3,1.329791
2016m4,2.116067
