date,swb_sadness
2008m1,-.0984335
2008m2,.1994695
2008m3,.3222707
2008m4,.0705606
2008m5,.0583381
2008m6,.3148301
2008m7,.6000713
2008m8,.8511276
2008m9,1.004624
2008m10,1.040961
2008m11,1.672864
2008m12,2.563538
2009m1,3.222748
2009m2,3.182083
2009m3,2.889839
2009m4,2.3654
2009m5,2.008463
2009m6,1.934762
2009m7,1.996967
2009m8,2.002476
2009m9,1.812044
2009m10,1.520644
2009m11,1.31064
2009m12,.9466163
2010m1,.3951952
2010m2,-.1488565
2010m3,-.6022282
2010m4,-.606062
2010m5,-.1735309
2010m6,.3946714
2010m7,.7906747
2010m8,.9019905
2010m9,.7034342
2010m10,.4579256
2010m11,.3510784
2010m12,.2452104
2011m1,-.0486308
2011m2,-.0852483
2011m3,-.052592
2011m4,.1896525
2011m5,.5863135
2011m6,.9866167
2011m7,1.126246
2011m8,1.209153
2011m9,1.087126
2011m10,.7699453
2011m11,.4975556
2011m12,.2743357
2012m1,-.1378932
2012m2,-.2237547
2012m3,-.1957649
2012m4,-.0872869
2012m5,-.0080046
2012m6,.1702699
2012m7,.4805839
2012m8,.7591469
2012m9,.9458501
2012m10,1.124963
2012m11,1.357286
2012m12,1.577882
2013m1,1.179582
2013m2,.6858699
2013m3,.3945349
2013m4,.2616202
2013m5,.2727797
2013m6,.3976639
2013m7,.5342271
2013m8,.4975746
2013m9,.3116472
2013m10,.2083138
2013m11,.2545871
2013m12,.2347277
2014m1,.0239848
2014m2,-.2461351
2014m3,-.2184471
2014m4,-.0980615
2014m5,-.065991
2014m6,.0334789
2014m7,.0652432
2014m8,.0092199
2014m9,-.2098456
2014m10,-.3306584
2014m11,-.408768
2014m12,-.613627
2015m1,-.8186763
2015m2,-.8170905
2015m3,-.7656522
2015m4,-.807134
2015m5,-.7257494
2015m6,-.3908493
2015m7,-.0122847
2015m8,.3394141
2015m9,.5179648
2015m10,.5734705
2015m11,.6532851
2015m12,.2882242
2016m1,-.3837373
2016m2,-.687394
2016m3,-.5635289
2016m4,-.7505274
