region,date,crime
Haute-Normandie,2013m1,-.11569531
Haute-Normandie,2013m2,-.31919155
Haute-Normandie,2013m3,-.75063783
Haute-Normandie,2013m4,-.63187665
Haute-Normandie,2013m5,-.64690566
Haute-Normandie,2013m6,-.75523472
Haute-Normandie,2013m7,-1.1519747
Haute-Normandie,2013m8,-.83965361
Haute-Normandie,2013m9,-.23520075
Haute-Normandie,2013m10,-.27571332
Haute-Normandie,2013m11,-.23036546
Haute-Normandie,2013m12,-.85995895
Haute-Normandie,2014m1,-.23800921
Haute-Normandie,2014m2,.065533288
Haute-Normandie,2014m3,-.44270146
Haute-Normandie,2014m4,-.72417432
Haute-Normandie,2014m5,-.69722801
Haute-Normandie,2014m6,-.44438678
Haute-Normandie,2014m7,-.37785023
Haute-Normandie,2014m8,-.8705548
Haute-Normandie,2014m9,-.20271511
Haute-Normandie,2014m10,-.31727955
Haute-Normandie,2014m11,-.16979481
Haute-Normandie,2014m12,-.69556993
Haute-Normandie,2015m1,.67232782
Haute-Normandie,2015m2,1.0814505
Haute-Normandie,2015m3,.20964468
Haute-Normandie,2015m4,-.0061351447
Haute-Normandie,2015m5,-.21661513
Haute-Normandie,2015m6,-.034956582
Haute-Normandie,2015m7,.027512124
Haute-Normandie,2015m8,-.1324974
Haute-Normandie,2015m9,.16766539
Haute-Normandie,2015m10,.6068995
Haute-Normandie,2015m11,1.897384
Haute-Normandie,2015m12,.32930189
Haute-Normandie,2016m1,.67609847
Haute-Normandie,2016m2,.068425037
Haute-Normandie,2016m3,.37940156
Haute-Normandie,2016m4,-.076940954
Haute-Normandie,2016m5,.60246843
Haute-Normandie,2016m6,-.22488809
Haute-Normandie,2016m7,.22267969
Haute-Normandie,2016m8,-.24297775
Haute-Normandie,2016m9,.6184516
Haute-Normandie,2016m10,1.0276556
Haute-Normandie,2016m11,1.1348473
Haute-Normandie,2016m12,.43779877
Haute-Normandie,2017m1,.84197903
Haute-Normandie,2017m2,1.1449878
Haute-Normandie,2017m3,1.0723307
