date,swb_anger
2011m1,-1.023899
2011m2,-.6876318
2011m3,-.2347349
2011m4,.0386954
2011m5,.1929681
2011m6,.120608
2011m7,.2156646
2011m8,.4625062
2011m9,.3526372
2011m10,.0975864
2011m11,-.1168587
2011m12,.0208658
2012m1,.0802756
2012m2,.0115875
2012m3,.2167547
2012m4,.5388773
2012m5,.6874849
2012m6,.503581
2012m7,.6297418
2012m8,1.046455
2012m9,.9301252
2012m10,.5131211
2012m11,.2803148
2012m12,.3523791
2013m1,.3293509
2013m2,.1351436
2013m3,-.0676826
2013m4,.0248552
2013m5,.3388967
2013m6,.5663832
2013m7,.8144401
2013m8,1.177105
2013m9,1.286552
2013m10,.8849936
2013m11,.6340722
2013m12,.6927299
2014m1,.7432472
2014m2,.6474322
2014m3,.6837562
2014m4,.7138667
2014m5,.9171344
2014m6,1.239895
2014m7,1.850683
2014m8,2.692528
2014m9,2.885827
2014m10,2.493692
2014m11,1.902393
2014m12,1.171713
2015m1,.5519372
2015m2,.3328504
2015m3,.7003233
2015m4,1.16158
2015m5,1.305591
2015m6,1.248814
2015m7,1.516718
2015m8,2.157306
2015m9,2.46092
2015m10,1.959779
2015m11,1.176268
2015m12,.7815123
2016m1,.5863992
2016m2,.6323271
2016m3,.6092545
2016m4,.0982267
