date,swb_happiness
2011m1,-1.271569
2011m2,-.5254558
2011m3,-.0563131
2011m4,.0532218
2011m5,.0921827
2011m6,.430491
2011m7,.446914
2011m8,-.1549572
2011m9,-.4345462
2011m10,-.4515325
2011m11,-.2557373
2011m12,-.282329
2012m1,-.3281828
2012m2,-.0915291
2012m3,-.2948195
2012m4,-.425748
2012m5,-.4433492
2012m6,-.0796557
2012m7,.1638296
2012m8,.0424178
2012m9,.1973596
2012m10,.6071935
2012m11,.5742788
2012m12,.4878475
2013m1,.2122718
2013m2,.1618944
2013m3,.2665498
2013m4,.3300378
2013m5,.5644122
2013m6,.8949565
2013m7,.825526
2013m8,.1919405
2013m9,-.1245466
2013m10,.0851608
2013m11,.1765505
2013m12,-.2837109
2014m1,-.5940489
2014m2,-.3480551
2014m3,.3055728
2014m4,.8605267
2014m5,.7960296
2014m6,.4694429
2014m7,-.1007514
2014m8,-.6930235
2014m9,-.7144033
2014m10,-.0504521
2014m11,.772556
2014m12,.9930033
2015m1,.741433
2015m2,.9037238
2015m3,.931464
2015m4,.8615973
2015m5,.6511016
2015m6,.5549507
2015m7,.3118072
2015m8,-.2212695
2015m9,-.2988842
2015m10,-.20976
2015m11,-.217463
2015m12,-.1613791
2016m1,.0277751
2016m2,.805343
2016m3,1.31128
2016m4,2.106669
