date,cat_education
2011m1,1.705436
2011m2,1.473074
2011m3,1.043365
2011m4,.4463427
2011m5,-.1047886
2011m6,-.3863173
2011m7,-.4247142
2011m8,-.2228403
2011m9,.0436964
2011m10,.036485
2011m11,-.132332
2011m12,-.354187
2012m1,-.3727993
2012m2,-.394528
2012m3,-.5406167
2012m4,-.7748681
2012m5,-.9844918
2012m6,-1.156207
2012m7,-1.149326
2012m8,-.9607971
2012m9,-.6548576
2012m10,-.3862644
2012m11,.0924367
2012m12,.5136684
2013m1,.5961883
2013m2,.3319807
2013m3,-.1353535
2013m4,-.4511291
2013m5,-.4094544
2013m6,.1020964
2013m7,1.094136
2013m8,1.878031
2013m9,2.190661
2013m10,2.171132
2013m11,1.925454
2013m12,1.494702
2014m1,1.104093
2014m2,.8330499
2014m3,.6978903
2014m4,.8111399
2014m5,1.200212
2014m6,1.237328
2014m7,.7760001
2014m8,.3390248
2014m9,.0537765
2014m10,-.3295421
2014m11,-.6564652
2014m12,-.7885328
2015m1,-.6633597
2015m2,-.5171181
2015m3,-.4535655
2015m4,-.5699545
2015m5,-.8555536
2015m6,-1.091838
2015m7,-1.1589
2015m8,-.989196
2015m9,-.7005448
2015m10,-.6687025
2015m11,-.8001104
2015m12,-.8947728
2016m1,-.8191458
2016m2,-.7194187
2016m3,-.7461034
2016m4,-.7727038
