date,cat_job_growth
2011m1,1.604487
2011m2,1.987782
2011m3,1.811965
2011m4,1.271807
2011m5,.5930964
2011m6,-.229009
2011m7,-.491883
2011m8,-.3013291
2011m9,-.2218525
2011m10,-.4421262
2011m11,-.5932981
2011m12,-.6326193
2012m1,-.4614016
2012m2,-.1129729
2012m3,.2474309
2012m4,.2853804
2012m5,-.0958417
2012m6,-.3801656
2012m7,-.2897995
2012m8,.088454
2012m9,.1135362
2012m10,-.2382728
2012m11,-.6389618
2012m12,-.816047
2013m1,-.4742569
2013m2,.0610793
2013m3,.3987438
2013m4,.2901337
2013m5,-.1577446
2013m6,-.4801945
2013m7,-.758005
2013m8,-.9684284
2013m9,-.9502788
2013m10,-.8502915
2013m11,-.9673619
2013m12,-1.096453
2014m1,-.8753273
2014m2,-.5517586
2014m3,-.2208948
2014m4,-.0651638
2014m5,-.2408052
2014m6,-.4689252
2014m7,-.6413847
2014m8,-.8390242
2014m9,-.6394504
2014m10,-.5097651
2014m11,-.601518
2014m12,-.7594416
2015m1,-.69911
2015m2,-.4757016
2015m3,-.0919592
2015m4,.0051939
2015m5,-.1800637
2015m6,-.3387259
2015m7,-.0554799
2015m8,.3638127
2015m9,.9486945
2015m10,1.170189
2015m11,1.265468
2015m12,1.392666
2016m1,1.569686
2016m2,1.620053
2016m3,1.702189
2016m4,2.111246
