date,swb_security
2011m1,-.5430204
2011m2,-.0253757
2011m3,.1041981
2011m4,.3031256
2011m5,.5600699
2011m6,.6811225
2011m7,.5551834
2011m8,.2456207
2011m9,-.1426693
2011m10,-.4498508
2011m11,-.5202484
2011m12,-.4758143
2012m1,-.0387198
2012m2,.4986937
2012m3,1.143363
2012m4,1.283769
2012m5,1.365977
2012m6,1.449268
2012m7,1.297085
2012m8,.6399432
2012m9,-.2551263
2012m10,-.9668549
2012m11,-1.200043
2012m12,-.671782
2013m1,-.100934
2013m2,.4515482
2013m3,.706112
2013m4,.9860117
2013m5,1.49349
2013m6,1.985181
2013m7,2.20233
2013m8,2.076421
2013m9,1.619265
2013m10,1.109969
2013m11,.9978662
2013m12,1.06915
2014m1,1.371646
2014m2,1.648542
2014m3,1.937076
2014m4,1.949776
2014m5,1.988959
2014m6,1.777588
2014m7,1.353536
2014m8,.842113
2014m9,.3742833
2014m10,.3325022
2014m11,.6348107
2014m12,1.094141
2015m1,1.570414
2015m2,1.677104
2015m3,1.327464
2015m4,1.113596
2015m5,1.137936
2015m6,1.280617
2015m7,1.410949
2015m8,1.310658
2015m9,1.068219
2015m10,.9151625
2015m11,1.130156
2015m12,1.504136
2016m1,1.910135
2016m2,2.101016
2016m3,1.621011
2016m4,1.205983
