date,swb_respect
2011m1,1.198671
2011m2,.5444506
2011m3,.20091
2011m4,.1825475
2011m5,.2607561
2011m6,-.1010131
2011m7,-.7255737
2011m8,-1.372822
2011m9,-1.219112
2011m10,-.452158
2011m11,.4291833
2011m12,.5540779
2012m1,.086693
2012m2,-.4638842
2012m3,-1.079395
2012m4,-1.36812
2012m5,-1.710877
2012m6,-2.039494
2012m7,-1.998549
2012m8,-1.481766
2012m9,-.6691098
2012m10,.1383093
2012m11,.6290882
2012m12,.5552869
2013m1,.3478442
2013m2,.1868395
2013m3,.1563173
2013m4,.0101626
2013m5,-.7484445
2013m6,-1.36306
2013m7,-1.58209
2013m8,-1.456921
2013m9,-.9346402
2013m10,-.3132775
2013m11,.0799396
2013m12,.1786314
2014m1,.1521779
2014m2,.081077
2014m3,.1927931
2014m4,.1116329
2014m5,-.2377871
2014m6,-.5093517
2014m7,-.3918679
2014m8,-.2254901
2014m9,.307171
2014m10,.9673764
2014m11,1.125394
2014m12,.8985363
2015m1,.4850852
2015m2,.3221892
2015m3,.2890424
2015m4,.3057239
2015m5,.2098337
2015m6,.146891
2015m7,-.0237484
2015m8,-.2324406
2015m9,-.161757
2015m10,.2625208
2015m11,.7004986
2015m12,.9150709
2016m1,.722259
2016m2,.2685943
2016m3,-.4801885
2016m4,-1.413439
